consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,160,2026-03-19_21h04.02.199,explain2,2025.1.1,Linux x86_64,59.88023952,69993f6ef684d54502066142,69bc308a35b0913edb0419e2,69bcaa61945be8d69fddba89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,2026-03-19_21h04.02.199,explain2,2025.1.1,Linux x86_64,59.88023952,69993f6ef684d54502066142,69bc308a35b0913edb0419e2,69bcaa61945be8d69fddba89,8.6937,8.6939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,2026-03-19_21h04.02.199,explain2,2025.1.1,Linux x86_64,59.88023952,69993f6ef684d54502066142,69bc308a35b0913edb0419e2,69bcaa61945be8d69fddba89,,,8.6944,13.6573,1,[1.9687000000011068],[1.9688000000007406],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,2026-03-19_21h04.02.199,explain2,2025.1.1,Linux x86_64,59.88023952,69993f6ef684d54502066142,69bc308a35b0913edb0419e2,69bcaa61945be8d69fddba89,,,,,,,,13.6578,25.2727,1,[8.617099999999624],[8.617099999999624],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,2026-03-19_21h04.02.199,explain2,2025.1.1,Linux x86_64,59.88023952,69993f6ef684d54502066142,69bc308a35b0913edb0419e2,69bcaa61945be8d69fddba89,,,,,,,,,,,,,25.2733,36.3705,1,[8.099800000000727],[8.099800000000727],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,2026-03-19_21h04.02.199,explain2,2025.1.1,Linux x86_64,59.88023952,69993f6ef684d54502066142,69bc308a35b0913edb0419e2,69bcaa61945be8d69fddba89,,,,,,,,,,,,,,,,,,36.3713,48.6364,1,[9.26600000000002],[9.266099999999625],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,2026-03-19_21h04.02.199,explain2,2025.1.1,Linux x86_64,59.88023952,69993f6ef684d54502066142,69bc308a35b0913edb0419e2,69bcaa61945be8d69fddba89,,,,,,,,,,,,,,,,,,,,,,,48.652,64.9896,1,[13.349700000001093],[13.349700000001093],the color of the reptile ,64.9901,65.9853,0,0,0,0,1,C,Y,Y_C.png,training,1,1,6,high,color,feet,Y,G,C,F,160,6_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,2026-03-19_21h04.02.199,explain2,2025.1.1,Linux x86_64,59.88023952,69993f6ef684d54502066142,69bc308a35b0913edb0419e2,69bcaa61945be8d69fddba89,,,,,,,,,,,,,,,,,,,,,,,65.9915,80.9028,1,[11.915999999999997],[11.915999999999997],color of reptile,80.903,81.9008,0,1,1,1,1,F,Y,Y_F.png,training,1,2,5,high,color,feet,Y,G,C,F,160,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,2026-03-19_21h04.02.199,explain2,2025.1.1,Linux x86_64,59.88023952,69993f6ef684d54502066142,69bc308a35b0913edb0419e2,69bcaa61945be8d69fddba89,,,,,,,,,,,,,,,,,,,,,,,81.9079,92.2692,1,[7.366299999998887],[7.366299999998887],color of reptile,92.2694,93.2668,0,2,2,2,1,C,G,G_C.png,training,1,3,7,low,color,feet,Y,G,C,F,160,7_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,2026-03-19_21h04.02.199,explain2,2025.1.1,Linux x86_64,59.88023952,69993f6ef684d54502066142,69bc308a35b0913edb0419e2,69bcaa61945be8d69fddba89,,,,,,,,,,,,,,,,,,,,,,,93.2723,105.7533,1,[9.482500000000016],[9.482500000000016],pattern on back,105.754,106.7493,0,3,3,3,1,F,G,G_F.png,training,1,4,2,low,color,feet,Y,G,C,F,160,2_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
