consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,086,2026-03-19_20h54.16.445,explain2,2025.1.1,Win32,59.88023952,699495bc0f61a51a21d52f7d,69bc308a35b0913edb0419e2,69bca876f062cf361129248f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-03-19_20h54.16.445,explain2,2025.1.1,Win32,59.88023952,699495bc0f61a51a21d52f7d,69bc308a35b0913edb0419e2,69bca876f062cf361129248f,334.3182,334.3189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-03-19_20h54.16.445,explain2,2025.1.1,Win32,59.88023952,699495bc0f61a51a21d52f7d,69bc308a35b0913edb0419e2,69bca876f062cf361129248f,,,334.3203,358.0729,1,[20.764199999809307],[20.764199999809307],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-03-19_20h54.16.445,explain2,2025.1.1,Win32,59.88023952,699495bc0f61a51a21d52f7d,69bc308a35b0913edb0419e2,69bca876f062cf361129248f,,,,,,,,358.0733,377.1385,1,[16.06650000000002],[16.06650000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-03-19_20h54.16.445,explain2,2025.1.1,Win32,59.88023952,699495bc0f61a51a21d52f7d,69bc308a35b0913edb0419e2,69bca876f062cf361129248f,,,,,,,,,,,,,377.1389,398.2704,1,[18.132400000095345],[18.132400000095345],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-03-19_20h54.16.445,explain2,2025.1.1,Win32,59.88023952,699495bc0f61a51a21d52f7d,69bc308a35b0913edb0419e2,69bca876f062cf361129248f,,,,,,,,,,,,,,,,,,398.2707,419.753,1,[18.48249999999996],[18.48249999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-03-19_20h54.16.445,explain2,2025.1.1,Win32,59.88023952,699495bc0f61a51a21d52f7d,69bc308a35b0913edb0419e2,69bca876f062cf361129248f,,,,,,,,,,,,,,,,,,,,,,,419.7653,518.6197,1,[95.86519999980919],[95.86519999980919],"Perhaps this reptile received a lower score because it cannot see well enough to lay eggs in the right location, being that its pupils are dilated.",518.6202,519.6146,0,0,0,0,1,F,Y,Y_F.png,training,1,1,3,low,color,feet,G,Y,C,F,86,3_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-03-19_20h54.16.445,explain2,2025.1.1,Win32,59.88023952,699495bc0f61a51a21d52f7d,69bc308a35b0913edb0419e2,69bca876f062cf361129248f,,,,,,,,,,,,,,,,,,,,,,,519.6177,560.6475,1,[38.031300000190754],[38.031300000190754],This reptile may have a strong fertility score because its spots make it a more attractive mate and is therefore laying more often.,560.6478,561.6458,0,1,1,1,1,C,G,G_C.png,training,1,2,10,high,color,feet,G,Y,C,F,86,10_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-03-19_20h54.16.445,explain2,2025.1.1,Win32,59.88023952,699495bc0f61a51a21d52f7d,69bc308a35b0913edb0419e2,69bca876f062cf361129248f,,,,,,,,,,,,,,,,,,,,,,,561.649,601.5635,1,[36.91510000038147],[36.91510000038147],This reptile without spots may be less attractive mate and has less instances of egg laying.,601.5637,602.5608,0,2,2,2,1,C,Y,Y_C.png,training,1,3,1,low,color,feet,G,Y,C,F,86,1_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,086,2026-03-19_20h54.16.445,explain2,2025.1.1,Win32,59.88023952,699495bc0f61a51a21d52f7d,69bc308a35b0913edb0419e2,69bca876f062cf361129248f,,,,,,,,,,,,,,,,,,,,,,,602.5637,640.3613,1,[34.798599999904695],[34.79869999980929],This reptiles color and spots may make it a more suitable mate and more instances of egg laying.,640.3615,641.3588,0,3,3,3,1,F,G,G_F.png,training,1,4,8,high,color,feet,G,Y,C,F,86,8_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
