consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,183,2026-03-20_16h49.09.167,explain2,2025.1.1,iPhone,32.25806452,662692c1abc4830626fccb23,69bd41b9228fa8ec2e37e683,69bdb28b5e62297aa1fec559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-03-20_16h49.09.167,explain2,2025.1.1,iPhone,32.25806452,662692c1abc4830626fccb23,69bd41b9228fa8ec2e37e683,69bdb28b5e62297aa1fec559,6.607,6.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-03-20_16h49.09.167,explain2,2025.1.1,iPhone,32.25806452,662692c1abc4830626fccb23,69bd41b9228fa8ec2e37e683,69bdb28b5e62297aa1fec559,,,6.609,28.792,1,[19.188000000000017],[19.188000000000017],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-03-20_16h49.09.167,explain2,2025.1.1,iPhone,32.25806452,662692c1abc4830626fccb23,69bd41b9228fa8ec2e37e683,69bdb28b5e62297aa1fec559,,,,,,,,28.793,49.379,1,[17.596999999999994],[17.596999999999994],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-03-20_16h49.09.167,explain2,2025.1.1,iPhone,32.25806452,662692c1abc4830626fccb23,69bd41b9228fa8ec2e37e683,69bdb28b5e62297aa1fec559,,,,,,,,,,,,,49.38,74.476,1,[22.102999999999994],[22.102999999999994],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-03-20_16h49.09.167,explain2,2025.1.1,iPhone,32.25806452,662692c1abc4830626fccb23,69bd41b9228fa8ec2e37e683,69bdb28b5e62297aa1fec559,,,,,,,,,,,,,,,,,,74.477,98.04,1,[20.569000000000003],[20.569000000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-03-20_16h49.09.167,explain2,2025.1.1,iPhone,32.25806452,662692c1abc4830626fccb23,69bd41b9228fa8ec2e37e683,69bdb28b5e62297aa1fec559,,,,,,,,,,,,,,,,,,,,,,,98.055,123.797,1,[22.742999999999995],[22.742999999999995],Because it’s orange ,123.797,124.793,0,0,0,0,1,C,Y,Y_C.png,training,1,1,7,low,feet,color,F,C,Y,G,183,7_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-03-20_16h49.09.167,explain2,2025.1.1,iPhone,32.25806452,662692c1abc4830626fccb23,69bd41b9228fa8ec2e37e683,69bdb28b5e62297aa1fec559,,,,,,,,,,,,,,,,,,,,,,,124.8,145.746,1,[17.951999999999998],[17.951999999999998],Because it’s orange ,145.747,146.736,0,1,1,1,1,F,Y,Y_F.png,training,1,2,8,high,feet,color,F,C,Y,G,183,8_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-03-20_16h49.09.167,explain2,2025.1.1,iPhone,32.25806452,662692c1abc4830626fccb23,69bd41b9228fa8ec2e37e683,69bdb28b5e62297aa1fec559,,,,,,,,,,,,,,,,,,,,,,,146.741,185.461,1,[35.739000000000004],[35.739000000000004],Not as brightly colored,185.462,186.456,0,2,2,2,1,C,G,G_C.png,training,1,3,5,low,feet,color,F,C,Y,G,183,5_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,183,2026-03-20_16h49.09.167,explain2,2025.1.1,iPhone,32.25806452,662692c1abc4830626fccb23,69bd41b9228fa8ec2e37e683,69bdb28b5e62297aa1fec559,,,,,,,,,,,,,,,,,,,,,,,186.464,215.731,1,[26.27299999999994],[26.27299999999994],Not as brightly colored,215.735,216.738,0,3,3,3,1,F,G,G_F.png,training,1,4,3,high,feet,color,F,C,Y,G,183,3_score.png,"Resources/Y_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/G_C.png","low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
