consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,11.015,11.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,11.017,25.715,1,[11.705000000000013],[11.705000000000013],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,25.716,45.771,1,[17.069999999999993],[17.069999999999993],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,,,,,,45.772,70.424,1,[21.66000000000001],[21.66000000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,,,,,,,,,,,70.424,91.086,1,[17.66300000000001],[17.66300000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,,,,,,,,,,,,,,,,91.1,178.344,1,[84.24300000000002],[84.24300000000002],Low fertility ,178.345,179.342,0,0,0,0,1,C,Y,Y_C.png,training,1,1,2,low,feet,color,F,C,Y,G,155,2_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,,,,,,,,,,,,,,,,179.345,204.39,1,[22.048999999999978],[22.048999999999978],Higher fertility ,204.391,205.384,0,1,1,1,1,F,Y,Y_F.png,training,1,2,8,high,feet,color,F,C,Y,G,155,8_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,,,,,,,,,,,,,,,,205.386,235.127,1,[26.744000000000028],[26.744000000000028],Half fertile different color green,235.127,236.126,0,2,2,2,1,C,G,G_C.png,training,1,3,5,low,feet,color,F,C,Y,G,155,5_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,,,,,,,,,,,,,,,,236.132,248.063,1,[8.954999999999984],[8.954999999999984],Green more fertile,248.063,249.055,0,3,3,3,1,F,G,G_F.png,training,1,4,7,high,feet,color,F,C,Y,G,155,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,,,,,,,,,,,,,,,,249.059,265.243,1,[13.188999999999965],[13.188999999999965],Orange frog was half fertile ,265.244,266.234,0,4,4,4,1,F,Y,Y_F.png,training,2,5,5,high,feet,color,F,C,Y,G,155,5_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,,,,,,,,,,,,,,,,266.238,284.669,1,[15.435000000000002],[15.435000000000002],Green less than half fertile ,284.669,285.661,0,5,5,5,1,C,G,G_C.png,training,2,6,4,low,feet,color,F,C,Y,G,155,4_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,,,,,,,,,,,,,,,,285.663,313.279,1,[24.61899999999997],[24.61899999999997],Has higher fertility ,313.28,314.269,0,6,6,6,1,F,G,G_F.png,training,2,7,9,high,feet,color,F,C,Y,G,155,9_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,,,,,,,,,,,,,,,,314.271,327.669,1,[10.39999999999992],[10.39999999999992],Orange frog not fertile ,327.669,328.665,0,7,7,7,1,C,Y,Y_C.png,training,2,8,1,low,feet,color,F,C,Y,G,155,1_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,2026-03-19_19h35.16.291,explain2,2025.1.1,MacIntel,47.61904762,69b76f6c2d55317c502df167,69bc308a35b0913edb0419e2,69bcb21d676fc39752175264,,,,,,,,,,,,,,,,,,,,,,,328.668,344.404,1,[12.740000000000009],[12.740000000000009],Orange frogs less fertile ,344.405,345.394,0,8,8,8,1,C,Y,Y_C.png,training,3,9,3,low,feet,color,F,C,Y,G,155,3_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","low,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
