consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,5.009,5.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,5.009,44.894,1,[36.899],[36.899],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,,,,,,44.895,57.775,1,[9.882000000000005],[9.882000000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,,,,,,,,,,,57.775,69.824,1,[9.066000000000003],[9.066000000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,,,,,,,,,,,,,,,,69.825,80.491,1,[7.68300000000005],[7.68300000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,,,,,,,,,,,,,,,,,,,,,80.498,113.99,1,[30.49799999999999],[30.49799999999999],There is a leaf on the stick he's sitting on.,113.991,114.99,0,0,0,0,1,C,G,G_C.png,training,1,1,4,high,color,feet,G,Y,F,C,78,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,,,,,,,,,,,,,,,,,,,,,114.998,142.555,1,[24.564999999999998],[24.564999999999998],There's a singular leaf on the stick he's sitting on.,142.555,143.554,0,1,1,1,1,F,Y,Y_F.png,training,1,2,5,low,color,feet,G,Y,F,C,78,5_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,,,,,,,,,,,,,,,,,,,,,143.56,170.671,1,[24.11500000000001],[24.11500000000001],His left eye is yellow.,170.671,171.67,0,2,2,2,1,F,G,G_F.png,training,1,3,8,high,color,feet,G,Y,F,C,78,8_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,,,,,,,,,,,,,,,,,,,,,171.678,190.819,1,[16.149999999999977],[16.149999999999977],He has spots,190.821,191.818,0,3,3,3,1,C,Y,Y_C.png,training,1,4,5,low,color,feet,G,Y,F,C,78,5_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,,,,,,,,,,,,,,,,,,,,,191.827,217.668,1,[22.848000000000013],[22.848000000000013],His left eye does not have a black outline.,217.668,218.668,0,4,4,4,1,C,G,G_C.png,training,2,5,9,high,color,feet,G,Y,F,C,78,9_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,,,,,,,,,,,,,,,,,,,,,218.675,229.468,1,[7.800000000000011],[7.800000000000011],He only has 1 nostril,229.468,230.467,0,5,5,5,1,F,Y,Y_F.png,training,2,6,1,low,color,feet,G,Y,F,C,78,1_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,,,,,,,,,,,,,,,,,,,,,230.471,246.417,1,[12.949999999999989],[12.949999999999989],He has a little bit of a second nostril,246.418,247.416,0,6,6,6,1,F,G,G_F.png,training,2,7,7,high,color,feet,G,Y,F,C,78,7_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,078,2026-03-19_22h32.58.406,explain2,2025.1.1,Win32,60.0240096,675e4fba8296e430d8df89ea,69bc308a35b0913edb0419e2,69bcaea5390b587b8b8742dd,,,,,,,,,,,,,,,,,,,,,,,247.422,266.733,1,[16.31600000000003],[16.31600000000003],"His toes are pointy, which lowers his score.",266.733,267.732,0,7,7,7,1,C,Y,Y_C.png,training,2,8,2,low,color,feet,G,Y,F,C,78,2_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
