consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,143,2026-03-19_21h02.48.415,explain2,2025.1.1,iPhone,50,69adc20056851fd7e8fc3ccf,69bc308a35b0913edb0419e2,69bcaa15b72acb8ecb1afdd8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,2026-03-19_21h02.48.415,explain2,2025.1.1,iPhone,50,69adc20056851fd7e8fc3ccf,69bc308a35b0913edb0419e2,69bcaa15b72acb8ecb1afdd8,76.599,76.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,2026-03-19_21h02.48.415,explain2,2025.1.1,iPhone,50,69adc20056851fd7e8fc3ccf,69bc308a35b0913edb0419e2,69bcaa15b72acb8ecb1afdd8,,,76.6,92.007,1,[12.417000000000002],[12.417000000000002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,2026-03-19_21h02.48.415,explain2,2025.1.1,iPhone,50,69adc20056851fd7e8fc3ccf,69bc308a35b0913edb0419e2,69bcaa15b72acb8ecb1afdd8,,,,,,,,92.008,108.637,1,[13.635999999999996],[13.635999999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,2026-03-19_21h02.48.415,explain2,2025.1.1,iPhone,50,69adc20056851fd7e8fc3ccf,69bc308a35b0913edb0419e2,69bcaa15b72acb8ecb1afdd8,,,,,,,,,,,,,108.637,119.521,1,[7.890000000000015],[7.890000000000015],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,2026-03-19_21h02.48.415,explain2,2025.1.1,iPhone,50,69adc20056851fd7e8fc3ccf,69bc308a35b0913edb0419e2,69bcaa15b72acb8ecb1afdd8,,,,,,,,,,,,,,,,,,119.522,137.582,1,[15.075999999999965],[15.075999999999965],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,2026-03-19_21h02.48.415,explain2,2025.1.1,iPhone,50,69adc20056851fd7e8fc3ccf,69bc308a35b0913edb0419e2,69bcaa15b72acb8ecb1afdd8,,,,,,,,,,,,,,,,,,,,,,,137.59,160.98,1,[20.39100000000002],[20.39100000000002],Bright green,160.982,161.971,0,0,0,0,1,C,G,G_C.png,training,1,1,3,low,feet,color,F,C,Y,G,143,3_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,2026-03-19_21h02.48.415,explain2,2025.1.1,iPhone,50,69adc20056851fd7e8fc3ccf,69bc308a35b0913edb0419e2,69bcaa15b72acb8ecb1afdd8,,,,,,,,,,,,,,,,,,,,,,,161.976,174.92,1,[9.963999999999999],[9.963999999999999],Red color,174.921,175.914,0,1,1,1,1,F,Y,Y_F.png,training,1,2,10,high,feet,color,F,C,Y,G,143,10_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,2026-03-19_21h02.48.415,explain2,2025.1.1,iPhone,50,69adc20056851fd7e8fc3ccf,69bc308a35b0913edb0419e2,69bcaa15b72acb8ecb1afdd8,,,,,,,,,,,,,,,,,,,,,,,175.921,188.079,1,[9.180000000000007],[9.180000000000007],Large eyes,188.08,189.075,0,2,2,2,1,F,G,G_F.png,training,1,3,7,high,feet,color,F,C,Y,G,143,7_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,2026-03-19_21h02.48.415,explain2,2025.1.1,iPhone,50,69adc20056851fd7e8fc3ccf,69bc308a35b0913edb0419e2,69bcaa15b72acb8ecb1afdd8,,,,,,,,,,,,,,,,,,,,,,,189.08,205.095,1,[13.034000000000049],[13.034000000000049],Spots on back,205.096,206.088,0,3,3,3,1,C,Y,Y_C.png,training,1,4,1,low,feet,color,F,C,Y,G,143,1_score.png,"Resources/Y_F.png,Resources/G_F.png,Resources/G_C.png,Resources/Y_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
