consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,125,2026-03-23_08h32.52.358,explain2,2025.1.1,MacIntel,29.94011976,6942c9729abd970a6e87f228,69c07a488c8b1a8659ad5a3c,69c132c3f23bea96295e1da7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-03-23_08h32.52.358,explain2,2025.1.1,MacIntel,29.94011976,6942c9729abd970a6e87f228,69c07a488c8b1a8659ad5a3c,69c132c3f23bea96295e1da7,21.2529,21.2529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-03-23_08h32.52.358,explain2,2025.1.1,MacIntel,29.94011976,6942c9729abd970a6e87f228,69c07a488c8b1a8659ad5a3c,69c132c3f23bea96295e1da7,,,21.2533,32.7175,1,[8.466599999964231],[8.466599999964231],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-03-23_08h32.52.358,explain2,2025.1.1,MacIntel,29.94011976,6942c9729abd970a6e87f228,69c07a488c8b1a8659ad5a3c,69c132c3f23bea96295e1da7,,,,,,,,32.7176,42.9506,1,[7.233199999988074],[7.233199999988074],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-03-23_08h32.52.358,explain2,2025.1.1,MacIntel,29.94011976,6942c9729abd970a6e87f228,69c07a488c8b1a8659ad5a3c,69c132c3f23bea96295e1da7,,,,,,,,,,,,,42.9508,52.351,1,[6.40009999996424],[6.40009999996424],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-03-23_08h32.52.358,explain2,2025.1.1,MacIntel,29.94011976,6942c9729abd970a6e87f228,69c07a488c8b1a8659ad5a3c,69c132c3f23bea96295e1da7,,,,,,,,,,,,,,,,,,52.3512,123.2841,1,[67.93319999998808],[67.93319999998808],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-03-23_08h32.52.358,explain2,2025.1.1,MacIntel,29.94011976,6942c9729abd970a6e87f228,69c07a488c8b1a8659ad5a3c,69c132c3f23bea96295e1da7,,,,,,,,,,,,,,,,,,,,,,,123.2907,138.1181,1,[11.833299999952317],[11.833299999952317],It is orange,138.1183,139.1163,0,0,0,0,1,F,Y,Y_F.png,training,1,1,4,low,feet,color,C,F,G,Y,125,4_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-03-23_08h32.52.358,explain2,2025.1.1,MacIntel,29.94011976,6942c9729abd970a6e87f228,69c07a488c8b1a8659ad5a3c,69c132c3f23bea96295e1da7,,,,,,,,,,,,,,,,,,,,,,,139.1186,154.8837,1,[12.765500000000003],[12.765500000000003],it has more spots on its back,154.8838,155.8825,0,1,1,1,1,C,Y,Y_C.png,training,1,2,7,high,feet,color,C,F,G,Y,125,7_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-03-23_08h32.52.358,explain2,2025.1.1,MacIntel,29.94011976,6942c9729abd970a6e87f228,69c07a488c8b1a8659ad5a3c,69c132c3f23bea96295e1da7,,,,,,,,,,,,,,,,,,,,,,,155.8848,183.4509,1,[24.567699999988065],[24.567699999988065],its lighter in color with less spots,183.451,184.4499,0,2,2,2,1,F,G,G_F.png,training,1,3,2,low,feet,color,C,F,G,Y,125,2_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,2026-03-23_08h32.52.358,explain2,2025.1.1,MacIntel,29.94011976,6942c9729abd970a6e87f228,69c07a488c8b1a8659ad5a3c,69c132c3f23bea96295e1da7,,,,,,,,,,,,,,,,,,,,,,,184.4517,193.4844,1,[6.033999999999992],[6.033999999999992],It has many spots,193.4845,194.4832,0,3,3,3,1,C,G,G_C.png,training,1,4,9,high,feet,color,C,F,G,Y,125,9_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
