consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,005,2026-03-19_19h43.51.850,explain2,2025.1.1,MacIntel,29.94011976,69bc862d22d05845e8a3f377,69bc308a35b0913edb0419e2,69bca5b8867c4880fec3923f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-19_19h43.51.850,explain2,2025.1.1,MacIntel,29.94011976,69bc862d22d05845e8a3f377,69bc308a35b0913edb0419e2,69bca5b8867c4880fec3923f,11.8955,11.8957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-19_19h43.51.850,explain2,2025.1.1,MacIntel,29.94011976,69bc862d22d05845e8a3f377,69bc308a35b0913edb0419e2,69bca5b8867c4880fec3923f,,,11.8963,30.0352,1,[15.162299999997032],[15.162299999997032],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-19_19h43.51.850,explain2,2025.1.1,MacIntel,29.94011976,69bc862d22d05845e8a3f377,69bc308a35b0913edb0419e2,69bca5b8867c4880fec3923f,,,,,,,,30.0354,51.5272,1,[18.491799999997028],[18.491799999997028],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-19_19h43.51.850,explain2,2025.1.1,MacIntel,29.94011976,69bc862d22d05845e8a3f377,69bc308a35b0913edb0419e2,69bca5b8867c4880fec3923f,,,,,,,,,,,,,51.5274,69.9896,1,[15.462500000000006],[15.462500000000006],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-19_19h43.51.850,explain2,2025.1.1,MacIntel,29.94011976,69bc862d22d05845e8a3f377,69bc308a35b0913edb0419e2,69bca5b8867c4880fec3923f,,,,,,,,,,,,,,,,,,69.99,84.0559,1,[11.066700000002982],[11.066700000002982],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-19_19h43.51.850,explain2,2025.1.1,MacIntel,29.94011976,69bc862d22d05845e8a3f377,69bc308a35b0913edb0419e2,69bca5b8867c4880fec3923f,,,,,,,,,,,,,,,,,,,,,,,84.061,154.6826,1,[67.62570000000301],[67.62570000000301],Because it's vibrant color makes it more noticeable to predators which is an undesirable trait ,154.683,155.6802,0,0,0,0,1,F,G,G_F.png,training,1,1,1,low,feet,color,C,F,Y,G,5,1_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png,Resources/Y_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-19_19h43.51.850,explain2,2025.1.1,MacIntel,29.94011976,69bc862d22d05845e8a3f377,69bc308a35b0913edb0419e2,69bca5b8867c4880fec3923f,,,,,,,,,,,,,,,,,,,,,,,155.6832,206.8156,1,[48.13359999999403],[48.13359999999403],Red can be a warning indicator so predators are not interested making this a desirable trait ,206.8157,207.8145,0,1,1,1,1,C,Y,Y_C.png,training,1,2,10,high,feet,color,C,F,Y,G,5,10_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png,Resources/Y_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-19_19h43.51.850,explain2,2025.1.1,MacIntel,29.94011976,69bc862d22d05845e8a3f377,69bc308a35b0913edb0419e2,69bca5b8867c4880fec3923f,,,,,,,,,,,,,,,,,,,,,,,207.8174,244.0668,1,[33.251200000002996],[33.251200000002996],The color of this critter can serve as a warning which is a desirable trait ,244.0669,245.0635,0,2,2,2,1,F,Y,Y_F.png,training,1,3,5,low,feet,color,C,F,Y,G,5,5_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png,Resources/Y_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-19_19h43.51.850,explain2,2025.1.1,MacIntel,29.94011976,69bc862d22d05845e8a3f377,69bc308a35b0913edb0419e2,69bca5b8867c4880fec3923f,,,,,,,,,,,,,,,,,,,,,,,245.0663,288.3952,1,[40.36279999999704],[40.36279999999704],The fingers of this little guy are pointy which aids in protection and is a desirable trait ,288.3953,289.3937,0,3,3,3,1,C,G,G_C.png,training,1,4,9,high,feet,color,C,F,Y,G,5,9_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_C.png,Resources/Y_F.png","high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
