consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,066,2026-03-20_16h19.09.485,explain2,2025.1.1,MacIntel,59.88023952,69821dcdd9499f5e10aebe8a,69bd41b9228fa8ec2e37e683,69bdab821fbb548d3b353b85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-03-20_16h19.09.485,explain2,2025.1.1,MacIntel,59.88023952,69821dcdd9499f5e10aebe8a,69bd41b9228fa8ec2e37e683,69bdab821fbb548d3b353b85,6.3035,6.3037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-03-20_16h19.09.485,explain2,2025.1.1,MacIntel,59.88023952,69821dcdd9499f5e10aebe8a,69bd41b9228fa8ec2e37e683,69bdab821fbb548d3b353b85,,,6.3042,14.5847,1,[5.282999999999994],[5.282999999999994],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-03-20_16h19.09.485,explain2,2025.1.1,MacIntel,59.88023952,69821dcdd9499f5e10aebe8a,69bd41b9228fa8ec2e37e683,69bdab821fbb548d3b353b85,,,,,,,,14.5848,23.6024,1,[6.033299999997027],[6.033299999997027],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-03-20_16h19.09.485,explain2,2025.1.1,MacIntel,59.88023952,69821dcdd9499f5e10aebe8a,69bd41b9228fa8ec2e37e683,69bdab821fbb548d3b353b85,,,,,,,,,,,,,23.6028,31.1857,1,[4.583599999994036],[4.583599999994036],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-03-20_16h19.09.485,explain2,2025.1.1,MacIntel,59.88023952,69821dcdd9499f5e10aebe8a,69bd41b9228fa8ec2e37e683,69bdab821fbb548d3b353b85,,,,,,,,,,,,,,,,,,31.186,39.6521,1,[5.467100000008941],[5.467100000008941],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-03-20_16h19.09.485,explain2,2025.1.1,MacIntel,59.88023952,69821dcdd9499f5e10aebe8a,69bd41b9228fa8ec2e37e683,69bdab821fbb548d3b353b85,,,,,,,,,,,,,,,,,,,,,,,39.6609,53.4866,1,[10.833299999997024],[10.833299999997024],The orange color and three toes/ ,53.5004,54.4857,0,0,0,0,1,F,Y,Y_F.png,training,1,1,4,low,color,feet,G,Y,F,C,66,4_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-03-20_16h19.09.485,explain2,2025.1.1,MacIntel,59.88023952,69821dcdd9499f5e10aebe8a,69bd41b9228fa8ec2e37e683,69bdab821fbb548d3b353b85,,,,,,,,,,,,,,,,,,,,,,,54.4892,62.7366,1,[5.25],[5.25],The green color and pointy toes,62.746,63.7354,0,1,1,1,1,C,G,G_C.png,training,1,2,8,high,color,feet,G,Y,F,C,66,8_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-03-20_16h19.09.485,explain2,2025.1.1,MacIntel,59.88023952,69821dcdd9499f5e10aebe8a,69bd41b9228fa8ec2e37e683,69bdab821fbb548d3b353b85,,,,,,,,,,,,,,,,,,,,,,,63.739,68.871,1,[2.134299999997012],[2.134299999997012],The red color,68.8793,69.8686,0,2,2,2,1,C,Y,Y_C.png,training,1,3,2,low,color,feet,G,Y,F,C,66,2_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,066,2026-03-20_16h19.09.485,explain2,2025.1.1,MacIntel,59.88023952,69821dcdd9499f5e10aebe8a,69bd41b9228fa8ec2e37e683,69bdab821fbb548d3b353b85,,,,,,,,,,,,,,,,,,,,,,,69.8718,82.5203,1,[9.650299999997031],[9.650299999997031],The green color. Might have had to do with the rounded toes.,82.5292,83.5178,0,3,3,3,1,F,G,G_F.png,training,1,4,7,high,color,feet,G,Y,F,C,66,7_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
