consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,101,2026-03-19_22h23.50.074,explain2,2025.1.1,Win32,250,699a32aedba5b0122e192527,69bc308a35b0913edb0419e2,69bcaf583c986e1a79013ab7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,2026-03-19_22h23.50.074,explain2,2025.1.1,Win32,250,699a32aedba5b0122e192527,69bc308a35b0913edb0419e2,69bcaf583c986e1a79013ab7,42.3747,42.3747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,2026-03-19_22h23.50.074,explain2,2025.1.1,Win32,250,699a32aedba5b0122e192527,69bc308a35b0913edb0419e2,69bcaf583c986e1a79013ab7,,,42.3749,52.4394,1,[7.068099999994047],[7.068099999994047],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,2026-03-19_22h23.50.074,explain2,2025.1.1,Win32,250,699a32aedba5b0122e192527,69bc308a35b0913edb0419e2,69bcaf583c986e1a79013ab7,,,,,,,,52.4394,66.0393,1,[10.60010000000895],[10.60010000000895],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,2026-03-19_22h23.50.074,explain2,2025.1.1,Win32,250,699a32aedba5b0122e192527,69bc308a35b0913edb0419e2,69bcaf583c986e1a79013ab7,,,,,,,,,,,,,66.0394,79.5433,1,[10.50399999999999],[10.50399999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,2026-03-19_22h23.50.074,explain2,2025.1.1,Win32,250,699a32aedba5b0122e192527,69bc308a35b0913edb0419e2,69bcaf583c986e1a79013ab7,,,,,,,,,,,,,,,,,,79.5434,91.1392,1,[8.595999999999975],[8.595999999999975],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,2026-03-19_22h23.50.074,explain2,2025.1.1,Win32,250,699a32aedba5b0122e192527,69bc308a35b0913edb0419e2,69bcaf583c986e1a79013ab7,,,,,,,,,,,,,,,,,,,,,,,91.1422,165.2719,1,[71.13209999999404],[71.13209999999404],Its vibrant colors may attract predators therefore not many of its kind may survive until maturity.,165.272,166.2711,0,0,0,0,1,F,Y,Y_F.png,training,1,1,6,low,feet,color,C,F,G,Y,101,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,2026-03-19_22h23.50.074,explain2,2025.1.1,Win32,250,699a32aedba5b0122e192527,69bc308a35b0913edb0419e2,69bcaf583c986e1a79013ab7,,,,,,,,,,,,,,,,,,,,,,,166.2721,194.8153,1,[25.543999999999983],[25.543999999999983],Its vibrant colors may be bad for camouflage.,194.8154,195.815,0,1,1,1,1,C,Y,Y_C.png,training,1,2,6,high,feet,color,C,F,G,Y,101,6_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,2026-03-19_22h23.50.074,explain2,2025.1.1,Win32,250,699a32aedba5b0122e192527,69bc308a35b0913edb0419e2,69bcaf583c986e1a79013ab7,,,,,,,,,,,,,,,,,,,,,,,195.8161,237.4393,1,[38.62389999999107],[38.62389999999107],Its colors match the environment therefore acting like a good camouflage against predators.,237.4393,238.439,0,2,2,2,1,F,G,G_F.png,training,1,3,1,low,feet,color,C,F,G,Y,101,1_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,2026-03-19_22h23.50.074,explain2,2025.1.1,Win32,250,699a32aedba5b0122e192527,69bc308a35b0913edb0419e2,69bcaf583c986e1a79013ab7,,,,,,,,,,,,,,,,,,,,,,,238.4397,263.8433,1,[22.403999999999996],[22.403999999999996],Easy to blend in with nature,263.8433,264.8429,0,3,3,3,1,C,G,G_C.png,training,1,4,8,high,feet,color,C,F,G,Y,101,8_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png,Resources/G_F.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
