consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,170,2026-03-19_22h07.41.305,explain2,2025.1.1,MacIntel,56.6893424,698345007b2b21a16629f927,69bc308a35b0913edb0419e2,69bcb33e9dd8c63e7eaec9b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-03-19_22h07.41.305,explain2,2025.1.1,MacIntel,56.6893424,698345007b2b21a16629f927,69bc308a35b0913edb0419e2,69bcb33e9dd8c63e7eaec9b4,4.653,4.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-03-19_22h07.41.305,explain2,2025.1.1,MacIntel,56.6893424,698345007b2b21a16629f927,69bc308a35b0913edb0419e2,69bcb33e9dd8c63e7eaec9b4,,,4.653,10.147,1,[2.501999999999999],[2.501999999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-03-19_22h07.41.305,explain2,2025.1.1,MacIntel,56.6893424,698345007b2b21a16629f927,69bc308a35b0913edb0419e2,69bcb33e9dd8c63e7eaec9b4,,,,,,,,10.148,23.041,1,[9.907],[9.907],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-03-19_22h07.41.305,explain2,2025.1.1,MacIntel,56.6893424,698345007b2b21a16629f927,69bc308a35b0913edb0419e2,69bcb33e9dd8c63e7eaec9b4,,,,,,,,,,,,,23.042,30.782,1,[4.755000000000003],[4.755000000000003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-03-19_22h07.41.305,explain2,2025.1.1,MacIntel,56.6893424,698345007b2b21a16629f927,69bc308a35b0913edb0419e2,69bcb33e9dd8c63e7eaec9b4,,,,,,,,,,,,,,,,,,30.782,34.5,1,[0.7340000000000018],[0.7340000000000018],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-03-19_22h07.41.305,explain2,2025.1.1,MacIntel,56.6893424,698345007b2b21a16629f927,69bc308a35b0913edb0419e2,69bcb33e9dd8c63e7eaec9b4,,,,,,,,,,,,,,,,,,,,,,,34.506,38.604,1,[1.100999999999999],[1.100999999999999],,38.605,39.605,0,0,0,0,1,C,Y,Y_C.png,training,1,1,2,low,color,feet,G,Y,F,C,170,2_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-03-19_22h07.41.305,explain2,2025.1.1,MacIntel,56.6893424,698345007b2b21a16629f927,69bc308a35b0913edb0419e2,69bcb33e9dd8c63e7eaec9b4,,,,,,,,,,,,,,,,,,,,,,,39.607,43.326,1,[0.7330000000000041],[0.7330000000000041],,43.326,44.326,0,1,1,1,1,C,G,G_C.png,training,1,2,7,high,color,feet,G,Y,F,C,170,7_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-03-19_22h07.41.305,explain2,2025.1.1,MacIntel,56.6893424,698345007b2b21a16629f927,69bc308a35b0913edb0419e2,69bcb33e9dd8c63e7eaec9b4,,,,,,,,,,,,,,,,,,,,,,,44.333,48.23,1,[0.9170000000000016],[0.9170000000000016],,48.23,49.231,0,2,2,2,1,F,G,G_F.png,training,1,3,6,high,color,feet,G,Y,F,C,170,6_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,170,2026-03-19_22h07.41.305,explain2,2025.1.1,MacIntel,56.6893424,698345007b2b21a16629f927,69bc308a35b0913edb0419e2,69bcb33e9dd8c63e7eaec9b4,,,,,,,,,,,,,,,,,,,,,,,49.234,53.218,1,[1.0010000000000048],[1.0010000000000048],,53.219,54.217,0,3,3,3,1,F,Y,Y_F.png,training,1,4,4,low,color,feet,G,Y,F,C,170,4_score.png,"Resources/G_C.png,Resources/Y_C.png,Resources/Y_F.png,Resources/G_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
