consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,098,2026-03-19_19h24.43.778,explain2,2025.1.1,Linux x86_64,29.94011976,69825650f219984e315f7891,69bc308a35b0913edb0419e2,69bcaf154b095c3c7c20b0c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,098,2026-03-19_19h24.43.778,explain2,2025.1.1,Linux x86_64,29.94011976,69825650f219984e315f7891,69bc308a35b0913edb0419e2,69bcaf154b095c3c7c20b0c1,98.2821,98.2826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,098,2026-03-19_19h24.43.778,explain2,2025.1.1,Linux x86_64,29.94011976,69825650f219984e315f7891,69bc308a35b0913edb0419e2,69bcaf154b095c3c7c20b0c1,,,98.2839,199.474,1,[98.20400000000001],[98.20400000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,098,2026-03-19_19h24.43.778,explain2,2025.1.1,Linux x86_64,29.94011976,69825650f219984e315f7891,69bc308a35b0913edb0419e2,69bcaf154b095c3c7c20b0c1,,,,,,,,199.4753,394.6046,1,[192.13479999995235],[192.13479999995235],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,098,2026-03-19_19h24.43.778,explain2,2025.1.1,Linux x86_64,29.94011976,69825650f219984e315f7891,69bc308a35b0913edb0419e2,69bcaf154b095c3c7c20b0c1,,,,,,,,,,,,,394.6066,458.1769,1,[60.573199999988105],[60.573300000011955],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,098,2026-03-19_19h24.43.778,explain2,2025.1.1,Linux x86_64,29.94011976,69825650f219984e315f7891,69bc308a35b0913edb0419e2,69bcaf154b095c3c7c20b0c1,,,,,,,,,,,,,,,,,,458.1777,514.8062,1,[53.63560000002394],[53.63560000002394],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,098,2026-03-19_19h24.43.778,explain2,2025.1.1,Linux x86_64,29.94011976,69825650f219984e315f7891,69bc308a35b0913edb0419e2,69bcaf154b095c3c7c20b0c1,,,,,,,,,,,,,,,,,,,,,,,514.8625,750.3969,1,[232.5321000000239],[232.5321000000239],"This reptile, distinguished by its large and attractive eyes, possesses a moderate overall reproductive capacity.",750.3981,751.3869,0,0,0,0,1,C,Y,Y_C.png,training,1,1,5,low,color,feet,G,Y,C,F,98,5_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,098,2026-03-19_19h24.43.778,explain2,2025.1.1,Linux x86_64,29.94011976,69825650f219984e315f7891,69bc308a35b0913edb0419e2,69bcaf154b095c3c7c20b0c1,,,,,,,,,,,,,,,,,,,,,,,751.3936,754.4049,1,[0.016899999976203617],[0.016899999976203617],,754.4052,755.4031,0,1,1,1,1,F,Y,Y_F.png,training,1,2,4,low,color,feet,G,Y,C,F,98,4_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,098,2026-03-19_19h24.43.778,explain2,2025.1.1,Linux x86_64,29.94011976,69825650f219984e315f7891,69bc308a35b0913edb0419e2,69bcaf154b095c3c7c20b0c1,,,,,,,,,,,,,,,,,,,,,,,755.4085,758.4218,1,[0.017099999964216295],[0.017099999964216295],,758.4221,759.4202,0,2,2,2,1,F,G,G_F.png,training,1,3,5,high,color,feet,G,Y,C,F,98,5_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,098,2026-03-19_19h24.43.778,explain2,2025.1.1,Linux x86_64,29.94011976,69825650f219984e315f7891,69bc308a35b0913edb0419e2,69bcaf154b095c3c7c20b0c1,,,,,,,,,,,,,,,,,,,,,,,759.4243,762.4238,1,[0.01700000000005275],[0.01700000000005275],,762.424,763.4202,0,3,3,3,1,C,G,G_C.png,training,1,4,9,high,color,feet,G,Y,C,F,98,9_score.png,"Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png,Resources/Y_C.png","high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
