consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,144,2026-03-19_22h00.50.222,explain2,2025.1.1,iPhone,47.61904762,69964ce0171afb5349026275,69bc308a35b0913edb0419e2,69bcaa1960fd0db4bf314f90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-03-19_22h00.50.222,explain2,2025.1.1,iPhone,47.61904762,69964ce0171afb5349026275,69bc308a35b0913edb0419e2,69bcaa1960fd0db4bf314f90,26.606,26.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-03-19_22h00.50.222,explain2,2025.1.1,iPhone,47.61904762,69964ce0171afb5349026275,69bc308a35b0913edb0419e2,69bcaa1960fd0db4bf314f90,,,26.607,42.418,1,[12.822999999999993],[12.822999999999993],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-03-19_22h00.50.222,explain2,2025.1.1,iPhone,47.61904762,69964ce0171afb5349026275,69bc308a35b0913edb0419e2,69bcaa1960fd0db4bf314f90,,,,,,,,42.418,66.365,1,[20.951999999999998],[20.951999999999998],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-03-19_22h00.50.222,explain2,2025.1.1,iPhone,47.61904762,69964ce0171afb5349026275,69bc308a35b0913edb0419e2,69bcaa1960fd0db4bf314f90,,,,,,,,,,,,,66.365,89.983,1,[20.617999999999995],[20.617999999999995],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-03-19_22h00.50.222,explain2,2025.1.1,iPhone,47.61904762,69964ce0171afb5349026275,69bc308a35b0913edb0419e2,69bcaa1960fd0db4bf314f90,,,,,,,,,,,,,,,,,,89.984,110.768,1,[17.801000000000016],[17.801000000000016],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-03-19_22h00.50.222,explain2,2025.1.1,iPhone,47.61904762,69964ce0171afb5349026275,69bc308a35b0913edb0419e2,69bcaa1960fd0db4bf314f90,,,,,,,,,,,,,,,,,,,,,,,110.777,121.688,1,[7.919000000000011],[7.919000000000011],The reptile is bright colored,121.689,122.682,0,0,0,0,1,C,Y,Y_C.png,training,1,1,7,high,color,feet,Y,G,F,C,144,7_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-03-19_22h00.50.222,explain2,2025.1.1,iPhone,47.61904762,69964ce0171afb5349026275,69bc308a35b0913edb0419e2,69bcaa1960fd0db4bf314f90,,,,,,,,,,,,,,,,,,,,,,,122.687,132.501,1,[6.817999999999984],[6.817999999999984],The reptile has the same bright color ,132.502,133.499,0,1,1,1,1,F,Y,Y_F.png,training,1,2,9,high,color,feet,Y,G,F,C,144,9_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-03-19_22h00.50.222,explain2,2025.1.1,iPhone,47.61904762,69964ce0171afb5349026275,69bc308a35b0913edb0419e2,69bcaa1960fd0db4bf314f90,,,,,,,,,,,,,,,,,,,,,,,133.504,146.598,1,[10.097999999999985],[10.097999999999985],This reptile blends in with its surrounding,146.599,147.592,0,2,2,2,1,F,G,G_F.png,training,1,3,4,low,color,feet,Y,G,F,C,144,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,2026-03-19_22h00.50.222,explain2,2025.1.1,iPhone,47.61904762,69964ce0171afb5349026275,69bc308a35b0913edb0419e2,69bcaa1960fd0db4bf314f90,,,,,,,,,,,,,,,,,,,,,,,147.596,159.874,1,[9.28200000000001],[9.28200000000001],This reptile blends in with the environment,159.875,160.873,0,3,3,3,1,C,G,G_C.png,training,1,4,4,low,color,feet,Y,G,F,C,144,4_score.png,"Resources/Y_C.png,Resources/G_C.png,Resources/G_F.png,Resources/Y_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
