consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,feature_question.started,feature_question.stopped,slider_color.response,slider_color.rt,slider_shape.response,slider_shape.rt,slider_tail.response,slider_tail.rt,slider_ear.response,slider_ear.rt,button_continue_feature.numClicks,button_continue_feature.timesOn,button_continue_feature.timesOff,feature_question_feedback.started,feature_question_feedback.stopped,feature_question_feedback_button.numClicks,feature_question_feedback_button.timesOn,feature_question_feedback_button.timesOff,how_many_relevant.started,how_many_relevant.stopped,how_many_relevant_slider.response,how_many_relevant_slider.rt,button_continue_relevance.numClicks,button_continue_relevance.timesOn,button_continue_relevance.timesOff,how_many_feedback.started,how_many_feedback.stopped,how_many_feedback_button.numClicks,how_many_feedback_button.timesOn,how_many_feedback_button.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_discrete,prompt_continuous,question_text,direction_labels,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,021,2026-01-13_11h23.58.874,explain2,2025.1.1,Linux x86_64,60.24096386,65f21f8caad4fa6eb9cb0c3e,69666691f3d4a339ca4a3b6c,6966714322e6f593d0c929c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-01-13_11h23.58.874,explain2,2025.1.1,Linux x86_64,60.24096386,65f21f8caad4fa6eb9cb0c3e,69666691f3d4a339ca4a3b6c,6966714322e6f593d0c929c3,7.6097,7.6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-01-13_11h23.58.874,explain2,2025.1.1,Linux x86_64,60.24096386,65f21f8caad4fa6eb9cb0c3e,69666691f3d4a339ca4a3b6c,6966714322e6f593d0c929c3,,,7.6103,22.7957,1,[12.201499999999996],[12.201499999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-01-13_11h23.58.874,explain2,2025.1.1,Linux x86_64,60.24096386,65f21f8caad4fa6eb9cb0c3e,69666691f3d4a339ca4a3b6c,6966714322e6f593d0c929c3,,,,,,,,22.7961,33.2961,1,[7.500399999998521],[7.500399999998521],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-01-13_11h23.58.874,explain2,2025.1.1,Linux x86_64,60.24096386,65f21f8caad4fa6eb9cb0c3e,69666691f3d4a339ca4a3b6c,6966714322e6f593d0c929c3,,,,,,,,,,,,,33.2979,45.6318,Yes,8.278,Yes,11.1601,Yes,9.5488,No,9.9292,1,[1.1836000000014906],[1.1836000000014906],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-01-13_11h23.58.874,explain2,2025.1.1,Linux x86_64,60.24096386,65f21f8caad4fa6eb9cb0c3e,69666691f3d4a339ca4a3b6c,6966714322e6f593d0c929c3,,,,,,,,,,,,,,,,,,,,,,,,,,45.6335,49.4832,1,[0.8514000000059525],[0.8514000000059525],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-01-13_11h23.58.874,explain2,2025.1.1,Linux x86_64,60.24096386,65f21f8caad4fa6eb9cb0c3e,69666691f3d4a339ca4a3b6c,6966714322e6f593d0c929c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4839,55.2154,Any of These,4.9975,1,[0.7495999999940182],[0.7495999999940182],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-01-13_11h23.58.874,explain2,2025.1.1,Linux x86_64,60.24096386,65f21f8caad4fa6eb9cb0c3e,69666691f3d4a339ca4a3b6c,6966714322e6f593d0c929c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.216,96.0035,1,[37.80439999999851],[37.80439999999851],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-01-13_11h23.58.874,explain2,2025.1.1,Linux x86_64,60.24096386,65f21f8caad4fa6eb9cb0c3e,69666691f3d4a339ca4a3b6c,6966714322e6f593d0c929c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0037,107.5212,1,[8.517500000000013],[8.517500000000013],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,021,2026-01-13_11h23.58.874,explain2,2025.1.1,Linux x86_64,60.24096386,65f21f8caad4fa6eb9cb0c3e,69666691f3d4a339ca4a3b6c,6966714322e6f593d0c929c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5216,112.0212,1,[1.4999000000059652],[1.4999000000059652],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
