consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,007,2026-03-05_18h08.01.800,explain2,2025.1.1,Win32,60.60606061,6480bdf6d433e2e158870605,69a9bda61d47b7a3311bd545,69aa0c6c0e1b498888e65da9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,007,2026-03-05_18h08.01.800,explain2,2025.1.1,Win32,60.60606061,6480bdf6d433e2e158870605,69a9bda61d47b7a3311bd545,69aa0c6c0e1b498888e65da9,8.1511,8.1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,007,2026-03-05_18h08.01.800,explain2,2025.1.1,Win32,60.60606061,6480bdf6d433e2e158870605,69a9bda61d47b7a3311bd545,69aa0c6c0e1b498888e65da9,,,8.1513,33.7815,1,[22.631099999994035],[22.631099999994035],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,007,2026-03-05_18h08.01.800,explain2,2025.1.1,Win32,60.60606061,6480bdf6d433e2e158870605,69a9bda61d47b7a3311bd545,69aa0c6c0e1b498888e65da9,,,,,,,,33.7816,57.943,1,[21.16820000000301],[21.16820000000301],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,007,2026-03-05_18h08.01.800,explain2,2025.1.1,Win32,60.60606061,6480bdf6d433e2e158870605,69a9bda61d47b7a3311bd545,69aa0c6c0e1b498888e65da9,,,,,,,,,,,,,57.9432,72.0269,1,[11.091200000002999],[11.091200000002999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,007,2026-03-05_18h08.01.800,explain2,2025.1.1,Win32,60.60606061,6480bdf6d433e2e158870605,69a9bda61d47b7a3311bd545,69aa0c6c0e1b498888e65da9,,,,,,,,,,,,,,,,,,72.0306,143.9526,1,[68.9321000000015],[68.9321000000015],This reptile benefitted from a more moderate weather pattern which aided in its successful fertility.,143.9529,144.4446,0,0,0,0,1,C,Y,D,Y_C_D.png,training,1,1,6,low,feet,color,F,C,Y,G,7,6_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,007,2026-03-05_18h08.01.800,explain2,2025.1.1,Win32,60.60606061,6480bdf6d433e2e158870605,69a9bda61d47b7a3311bd545,69aa0c6c0e1b498888e65da9,,,,,,,,,,,,,,,,,,144.4472,191.5865,1,[44.14829999999699],[44.14829999999699],This reptile fell prey to another animal who ate the majority of their eggs/offspring.,191.5865,192.0905,0,1,1,1,1,C,Y,L,Y_C_L.png,training,1,2,1,low,feet,color,F,C,Y,G,7,1_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,007,2026-03-05_18h08.01.800,explain2,2025.1.1,Win32,60.60606061,6480bdf6d433e2e158870605,69a9bda61d47b7a3311bd545,69aa0c6c0e1b498888e65da9,,,,,,,,,,,,,,,,,,192.0929,224.3778,1,[29.299300000004507],[29.299300000004507],"This reptile lived in warm, wet climate.",224.3779,224.8818,0,2,2,2,1,F,G,D,G_F_D.png,training,1,3,5,high,feet,color,F,C,Y,G,7,5_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,007,2026-03-05_18h08.01.800,explain2,2025.1.1,Win32,60.60606061,6480bdf6d433e2e158870605,69a9bda61d47b7a3311bd545,69aa0c6c0e1b498888e65da9,,,,,,,,,,,,,,,,,,224.8838,297.111,1,[69.24120000000295],[69.24120000000295],"This reptile had plenty of access to food, favorable climate conditions, and no predators.",297.1111,297.6086,0,3,3,3,1,F,Y,L,Y_F_L.png,training,1,4,10,high,feet,color,F,C,Y,G,7,10_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,007,2026-03-05_18h08.01.800,explain2,2025.1.1,Win32,60.60606061,6480bdf6d433e2e158870605,69a9bda61d47b7a3311bd545,69aa0c6c0e1b498888e65da9,,,,,,,,,,,,,,,,,,297.6102,328.0618,1,[27.4596000000015],[27.4596000000015],This reptile had no predators and access to plenty of resources.,328.0619,328.5604,0,4,4,4,1,F,G,L,G_F_L.png,training,1,5,10,high,feet,color,F,C,Y,G,7,10_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
