consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,5.9956,5.9957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,5.996,22.1078,1,[13.119399999976158],[13.119399999976158],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,22.1083,36.3153,1,[11.213399999976158],[11.213399999976158],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,36.3157,41.5853,1,[2.27619999998808],[2.27619999998808],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,41.5901,55.9021,1,[11.313100000023844],[11.313100000023844],looks healthy,55.9022,56.3995,0,0,0,0,1,F,Y,L,Y_F_L.png,training,1,1,6,high,feet,color,F,C,Y,G,3,6_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,56.4007,81.5541,1,[22.155800000011922],[22.155800000011922],looks healthy,81.5543,82.0518,0,1,1,1,1,C,Y,L,Y_C_L.png,training,1,2,4,low,feet,color,F,C,Y,G,3,4_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,82.0549,94.1097,1,[9.0565],[9.0565],green color,94.1099,94.6159,0,2,2,2,1,C,G,D,G_C_D.png,training,1,3,8,low,feet,color,F,C,Y,G,3,8_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,94.6172,112.034,1,[14.417600000023853],[14.417600000023853],off green color,112.0342,112.5295,0,3,3,3,1,C,G,L,G_C_L.png,training,1,4,5,low,feet,color,F,C,Y,G,3,5_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,112.5328,129.6052,1,[14.079900000035778],[14.079900000035778],orange color,129.6053,130.0991,0,4,4,4,1,C,Y,D,Y_C_D.png,training,1,5,3,low,feet,color,F,C,Y,G,3,3_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,130.1028,152.4814,1,[19.388099999964226],[19.388099999964226],"spots, rounded toes",152.4814,152.977,0,5,5,5,1,F,Y,D,Y_F_D.png,training,1,6,10,high,feet,color,F,C,Y,G,3,10_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,152.9781,186.1793,1,[30.20169999998808],[30.20179999995233],"off green, rounded toes, spots",186.1794,186.6735,0,6,6,6,1,F,G,L,G_F_L.png,training,1,7,5,high,feet,color,F,C,Y,G,3,5_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,186.6763,239.0145,1,[49.343999999999994],[49.34410000002384],different sized eyes,239.015,239.5122,0,7,7,7,1,F,G,D,G_F_D.png,training,1,8,5,high,feet,color,F,C,Y,G,3,5_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,239.5156,250.3304,1,[7.818199999988082],[7.818199999988082],yellow eye,250.3306,250.8283,0,8,8,8,1,C,G,D,G_C_D.png,training,2,9,2,low,feet,color,F,C,Y,G,3,2_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,250.8294,281.3024,1,[27.476800000011906],[27.476800000011906],color,281.3026,281.8044,0,9,9,9,1,C,Y,L,Y_C_L.png,training,2,10,5,low,feet,color,F,C,Y,G,3,5_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,281.8084,299.5257,1,[14.721499999999992],[14.721499999999992],"color, rounded toes",299.5259,300.0267,0,10,10,10,1,F,Y,D,Y_F_D.png,training,2,11,10,high,feet,color,F,C,Y,G,3,10_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,300.0279,314.4664,1,[11.440300000011916],[11.440300000011916],"color, size",314.4665,314.962,0,11,11,11,1,C,G,L,G_C_L.png,training,2,12,5,low,feet,color,F,C,Y,G,3,5_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,314.9645,332.8449,1,[14.885300000011966],[14.885300000011966],"pointed toes, size",332.845,333.3427,0,12,12,12,1,C,Y,D,Y_C_D.png,training,2,13,1,low,feet,color,F,C,Y,G,3,1_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,003,2026-03-05_18h07.10.988,explain2,2025.1.1,Win32,120.4819277,694c48d7d9bbbd0aa40e8ba7,69a9bda61d47b7a3311bd545,69aa0b9ec05072ce794f63ff,,,,,,,,,,,,,,,,,,333.3437,348.7329,1,[12.390099999964207],[12.390099999964207],"color, rounded toes",348.733,349.2351,0,13,13,13,1,F,G,L,G_F_L.png,training,2,14,5,high,feet,color,F,C,Y,G,3,5_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
