consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,017,2026-03-05_18h23.31.201,explain2,2025.1.1,Linux x86_64,59.88023952,697cac7d3bedace54477eb48,69a9bda61d47b7a3311bd545,69aa105470c401650037899a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-03-05_18h23.31.201,explain2,2025.1.1,Linux x86_64,59.88023952,697cac7d3bedace54477eb48,69a9bda61d47b7a3311bd545,69aa105470c401650037899a,3.399,3.3993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-03-05_18h23.31.201,explain2,2025.1.1,Linux x86_64,59.88023952,697cac7d3bedace54477eb48,69a9bda61d47b7a3311bd545,69aa105470c401650037899a,,,3.3997,15.8965,1,[9.508899999976158],[9.508899999976158],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-03-05_18h23.31.201,explain2,2025.1.1,Linux x86_64,59.88023952,697cac7d3bedace54477eb48,69a9bda61d47b7a3311bd545,69aa105470c401650037899a,,,,,,,,15.8978,31.8333,1,[12.939699999988079],[12.939699999988079],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-03-05_18h23.31.201,explain2,2025.1.1,Linux x86_64,59.88023952,697cac7d3bedace54477eb48,69a9bda61d47b7a3311bd545,69aa105470c401650037899a,,,,,,,,,,,,,31.8339,41.3429,1,[6.511900000035759],[6.511900000035759],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-03-05_18h23.31.201,explain2,2025.1.1,Linux x86_64,59.88023952,697cac7d3bedace54477eb48,69a9bda61d47b7a3311bd545,69aa105470c401650037899a,,,,,,,,,,,,,,,,,,41.3766,51.9509,1,[7.577600000023843],[7.577600000023843],friendly,51.9511,52.4488,0,0,0,0,1,F,G,L,G_F_L.png,training,1,1,5,low,feet,color,C,F,G,Y,17,5_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-03-05_18h23.31.201,explain2,2025.1.1,Linux x86_64,59.88023952,697cac7d3bedace54477eb48,69a9bda61d47b7a3311bd545,69aa105470c401650037899a,,,,,,,,,,,,,,,,,,52.4512,56.6961,1,[1.2650999999642352],[1.2650999999642352],red,56.6962,57.1948,0,1,1,1,1,F,Y,D,Y_F_D.png,training,1,2,4,low,feet,color,C,F,G,Y,17,4_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-03-05_18h23.31.201,explain2,2025.1.1,Linux x86_64,59.88023952,697cac7d3bedace54477eb48,69a9bda61d47b7a3311bd545,69aa105470c401650037899a,,,,,,,,,,,,,,,,,,57.1966,65.6271,1,[5.431199999988067],[5.431199999988067],dark green,65.6272,66.1212,0,2,2,2,1,F,G,D,G_F_D.png,training,1,3,5,low,feet,color,C,F,G,Y,17,5_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-03-05_18h23.31.201,explain2,2025.1.1,Linux x86_64,59.88023952,697cac7d3bedace54477eb48,69a9bda61d47b7a3311bd545,69aa105470c401650037899a,,,,,,,,,,,,,,,,,,66.1258,73.1521,1,[4.03010000002385],[4.03010000002385],spots,73.1524,73.6488,0,3,3,3,1,C,G,D,G_C_D.png,training,1,4,10,high,feet,color,C,F,G,Y,17,10_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,017,2026-03-05_18h23.31.201,explain2,2025.1.1,Linux x86_64,59.88023952,697cac7d3bedace54477eb48,69a9bda61d47b7a3311bd545,69aa105470c401650037899a,,,,,,,,,,,,,,,,,,73.6565,82.7765,1,[6.127800000011916],[6.1279000000357655],spots light color,82.7768,83.2743,0,4,4,4,1,C,Y,L,Y_C_L.png,training,1,5,7,high,feet,color,C,F,G,Y,17,7_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_F_D.png","high,low,high,low,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
