consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,014,2026-03-05_18h13.23.496,explain2,2025.1.1,iPhone,45.45454545,695fbd91437bb78b1888b6f1,69a9bda61d47b7a3311bd545,69aa0df19025fa7d663706d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-05_18h13.23.496,explain2,2025.1.1,iPhone,45.45454545,695fbd91437bb78b1888b6f1,69a9bda61d47b7a3311bd545,69aa0df19025fa7d663706d1,50.238,50.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-05_18h13.23.496,explain2,2025.1.1,iPhone,45.45454545,695fbd91437bb78b1888b6f1,69a9bda61d47b7a3311bd545,69aa0df19025fa7d663706d1,,,50.239,69.916,1,[16.680999999999997],[16.680999999999997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-05_18h13.23.496,explain2,2025.1.1,iPhone,45.45454545,695fbd91437bb78b1888b6f1,69a9bda61d47b7a3311bd545,69aa0df19025fa7d663706d1,,,,,,,,69.917,125.265,1,[52.36200000000001],[52.36200000000001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-05_18h13.23.496,explain2,2025.1.1,iPhone,45.45454545,695fbd91437bb78b1888b6f1,69a9bda61d47b7a3311bd545,69aa0df19025fa7d663706d1,,,,,,,,,,,,,125.265,162.5,1,[34.245000000000005],[34.245000000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-05_18h13.23.496,explain2,2025.1.1,iPhone,45.45454545,695fbd91437bb78b1888b6f1,69a9bda61d47b7a3311bd545,69aa0df19025fa7d663706d1,,,,,,,,,,,,,,,,,,162.517,231.443,1,[65.929],[65.929],I have no idea why I would be asked this question without any specific background about this reptile and its fertility number of 7. ,231.445,231.946,0,0,0,0,1,C,Y,D,Y_C_D.png,training,1,1,7,low,color,feet,G,Y,F,C,14,7_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-05_18h13.23.496,explain2,2025.1.1,iPhone,45.45454545,695fbd91437bb78b1888b6f1,69a9bda61d47b7a3311bd545,69aa0df19025fa7d663706d1,,,,,,,,,,,,,,,,,,231.951,254.408,1,[19.46199999999999],[19.46199999999999],This question doesn’t make any logical sense to ask.,254.408,254.897,0,1,1,1,1,F,Y,L,Y_F_L.png,training,1,2,3,low,color,feet,G,Y,F,C,14,3_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-05_18h13.23.496,explain2,2025.1.1,iPhone,45.45454545,695fbd91437bb78b1888b6f1,69a9bda61d47b7a3311bd545,69aa0df19025fa7d663706d1,,,,,,,,,,,,,,,,,,254.901,268.873,1,[10.992000000000019],[10.992999999999995],"Nope, neither does this question make any sense.",268.874,269.364,0,2,2,2,1,C,Y,L,Y_C_L.png,training,1,3,3,low,color,feet,G,Y,F,C,14,3_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-05_18h13.23.496,explain2,2025.1.1,iPhone,45.45454545,695fbd91437bb78b1888b6f1,69a9bda61d47b7a3311bd545,69aa0df19025fa7d663706d1,,,,,,,,,,,,,,,,,,269.369,293.909,1,[21.543999999999983],[21.543999999999983],These questions are redundant and make no sense.,293.91,294.399,0,3,3,3,1,C,G,D,G_C_D.png,training,1,4,6,high,color,feet,G,Y,F,C,14,6_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,014,2026-03-05_18h13.23.496,explain2,2025.1.1,iPhone,45.45454545,695fbd91437bb78b1888b6f1,69a9bda61d47b7a3311bd545,69aa0df19025fa7d663706d1,,,,,,,,,,,,,,,,,,294.403,322.194,1,[24.793999999999983],[24.793999999999983],"Again, these questions can’t be answered without more info given.",322.195,322.684,0,4,4,4,1,C,G,L,G_C_L.png,training,1,5,7,high,color,feet,G,Y,F,C,14,7_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
