consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,143.3937,143.3938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,143.3941,175.4128,1,[29.028999999999996],[29.028999999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,175.413,200.1633,1,[21.75839999997615],[21.75839999997615],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,200.1634,211.1576,1,[8.00860000002379],[8.00860000002379],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,211.1644,235.3373,1,[21.178100000023846],[21.178100000023846],"She wasn't trying hard enough, and just needs to get out there more.",235.3375,235.8286,0,0,0,0,1,F,Y,L,Y_F_L.png,training,1,1,5,low,color,feet,G,Y,F,C,10,5_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,235.8299,266.3208,1,[27.496000000000038],[27.496000000000038],Perhaps a richer diet and more bioavailable nutrients led to an increase of fertility.,266.3209,266.8113,0,1,1,1,1,F,G,D,G_F_D.png,training,1,2,8,high,color,feet,G,Y,F,C,10,8_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,266.813,325.7637,1,[55.96580000007151],[55.96580000007151],Mated during a drought when resources were scarce; there was a small attack on her nest where she lost 2 eggs.,325.764,326.2583,0,2,2,2,1,C,Y,L,Y_C_L.png,training,1,3,3,low,color,feet,G,Y,F,C,10,3_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,326.2604,363.9544,1,[34.702299999952345],[34.702299999952345],"Lola (we're calling her Lola) did her best, but her mate had been malnourished and produced sperm of poor quality.",363.9546,364.4531,0,3,3,3,1,F,Y,D,Y_F_D.png,training,1,4,3,low,color,feet,G,Y,F,C,10,3_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,364.4544,429.5254,1,[62.08089999997617],[62.08100000000002],"Without help from her mate, Selma (we're calling her Selma) was able to construct a moderate nesting site, but still hit some hiccups along the way.",429.5255,430.0247,0,4,4,4,1,C,Y,D,Y_C_D.png,training,1,5,5,low,color,feet,G,Y,F,C,10,5_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,430.0261,480.8136,1,[47.79979999995237],[47.79989999997622],"Gertrude excelled at finding a proper nesting site, and environmental factors were on her side. Good job, Gertrude.",480.8138,481.3042,0,5,5,5,1,C,G,D,G_C_D.png,training,1,6,8,high,color,feet,G,Y,F,C,10,8_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,481.3058,526.0519,1,[41.749199999928464],[41.749199999928464],"This young and virile creature, Daisy, came into breeding age last year, and still had plenty to give this year.",526.052,526.5446,0,6,6,6,1,C,G,L,G_C_L.png,training,1,7,8,high,color,feet,G,Y,F,C,10,8_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,526.5462,599.6346,1,[70.10089999997615],[70.10089999997615],"I've lost count of frogs and names. This might be Alice, and Alice might have done her best with a mediocre mate, and the fertility score sort of met in the middle.",599.6347,600.1286,0,7,7,7,1,F,G,L,G_F_L.png,training,1,8,5,high,color,feet,G,Y,F,C,10,5_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,600.1301,638.0867,1,[34.96489999997618],[34.96489999997618],"Alice is beginning to show us that this is her patterning, and 5 is her reaching for the stars. That's okay, Alice. Ordinary isn't a bad thing.",638.0868,638.5774,0,8,8,8,1,F,G,L,G_F_L.png,training,2,9,5,high,color,feet,G,Y,F,C,10,5_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,638.5786,685.8969,1,[44.319999999999936],[44.319999999999936],"Lola, as a show girl, was overworked and underpaid. (Resources were scarce this year; she only produced 3 good eggs)",685.8971,686.3953,0,9,9,9,1,C,Y,D,Y_C_D.png,training,2,10,3,low,color,feet,G,Y,F,C,10,3_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,686.3963,808.1913,1,[118.79770000004771],[118.79770000004771],I think this one was Daisy. Daisy is dark green and an egg-cellent egg layer. She eats her greens (abundant food) and her nest is always well made and away from danger.,808.1915,808.6937,0,10,10,10,1,C,G,D,G_C_D.png,training,2,11,7,high,color,feet,G,Y,F,C,10,7_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,808.6956,837.6049,1,[25.923600000023953],[25.923600000023953],"Lola is just egg-xhausted at this point in her career. She's aging, and it's beginning to show.",837.6051,838.0932,0,11,11,11,1,F,Y,D,Y_F_D.png,training,2,12,2,low,color,feet,G,Y,F,C,10,2_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,010,2026-03-05_17h56.11.989,explain2,2025.1.1,Win32,55.24861878,696161d82bacd411edb5ba43,69a9bda61d47b7a3311bd545,69aa33f965b1b723abdad3bd,,,,,,,,,,,,,,,,,,838.0948,889.3487,1,[48.26850000000002],[48.26850000000002],"Daisy continues to be well-nourished and have access to easy, protected nesting sites. With little competition, she faces less challenges.",889.3489,889.849,0,12,12,12,1,F,G,D,G_F_D.png,training,2,13,9,high,color,feet,G,Y,F,C,10,9_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,high,high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
