consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,13.0142,13.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,13.0148,29.2743,1,[13.267600000000087],[13.267600000000087],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,29.2746,45.8755,1,[13.617299999999815],[13.617299999999815],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,45.8757,56.1432,1,[7.267499999999998],[7.267499999999998],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,,,,,,56.1539,71.7124,1,[12.567699999999732],[12.567699999999732],It had offspring that survived.,71.7127,72.211,0,0,0,0,1,F,G,L,G_F_L.png,training,1,1,4,low,feet,color,C,F,Y,G,5,4_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png","low,high,high,low,low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,,,,,,72.2134,89.3466,1,[14.134500000000003],[14.134500000000003],It was a healthy reptile.,89.3468,89.8453,0,1,1,1,1,F,G,D,G_F_D.png,training,1,2,4,low,feet,color,C,F,Y,G,5,4_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png","low,high,high,low,low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,,,,,,89.8475,99.6137,1,[6.767299999999807],[6.767299999999807],It has a light green belly.,99.6138,100.1127,0,2,2,2,1,C,G,D,G_C_D.png,training,1,3,10,high,feet,color,C,F,Y,G,5,10_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png","low,high,high,low,low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,,,,,,100.1147,110.6307,1,[7.516500000000008],[7.516500000000008],It is red/orange.,110.6308,111.1302,0,3,3,3,1,F,Y,L,Y_F_L.png,training,1,4,2,low,feet,color,C,F,Y,G,5,2_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png","low,high,high,low,low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,,,,,,111.1323,126.8489,1,[12.73429999999982],[12.73429999999982],It is light green all over.,126.8492,127.3471,0,4,4,4,1,C,G,L,G_C_L.png,training,1,5,4,high,feet,color,C,F,Y,G,5,4_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png","low,high,high,low,low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,,,,,,127.3493,137.7497,1,[7.417700000000195],[7.417700000000195],It is red/orange without spots.,137.7497,138.2487,0,5,5,5,1,C,Y,D,Y_C_D.png,training,1,6,6,high,feet,color,C,F,Y,G,5,6_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png","low,high,high,low,low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,,,,,,138.2508,146.8327,1,[5.582999999999998],[5.582999999999998],It is lighter pink with spots.,146.8328,147.3327,0,6,6,6,1,C,Y,L,Y_C_L.png,training,1,7,9,high,feet,color,C,F,Y,G,5,9_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png","low,high,high,low,low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,,,,,,147.3349,155.5511,1,[5.217000000000013],[5.217000000000013],The darker red are less fertile.,155.5511,156.0499,0,7,7,7,1,F,Y,D,Y_F_D.png,training,1,8,4,low,feet,color,C,F,Y,G,5,4_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png","low,high,high,low,low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,,,,,,156.0518,164.4503,1,[5.416200000000174],[5.416200000000174],It is lighter pink and with spots.,164.4504,164.9496,0,8,8,8,1,C,Y,L,Y_C_L.png,training,2,9,9,high,feet,color,C,F,Y,G,5,9_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png","low,high,high,low,low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,,,,,,164.9516,172.3523,1,[4.401200000000188],[4.401200000000188],It is light green with spots.,172.3526,172.851,0,9,9,9,1,F,G,L,G_F_L.png,training,2,10,2,low,feet,color,C,F,Y,G,5,2_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png","low,high,high,low,low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,005,2026-03-05_13h06.22.407,explain2,2025.1.1,MacIntel,59.88023952,678851f427536397f63120bf,69a9bda61d47b7a3311bd545,69aa0c1f9682550072da4788,,,,,,,,,,,,,,,,,,172.853,187.4197,1,[11.567500000000024],[11.567500000000024],It is dark green with spots and a light green belly.,187.4199,187.9188,0,10,10,10,1,C,G,D,G_C_D.png,training,2,11,6,high,feet,color,C,F,Y,G,5,6_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png","low,high,high,low,low,high,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
