consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,015,2026-03-05_18h20.10.573,explain2,2025.1.1,Win32,30.03003003,5d367cdfc8462a0001a7a96b,69a9bda61d47b7a3311bd545,69aa0f69737a9ca973ddf2ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-03-05_18h20.10.573,explain2,2025.1.1,Win32,30.03003003,5d367cdfc8462a0001a7a96b,69a9bda61d47b7a3311bd545,69aa0f69737a9ca973ddf2ae,11.0782,11.0782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-03-05_18h20.10.573,explain2,2025.1.1,Win32,30.03003003,5d367cdfc8462a0001a7a96b,69a9bda61d47b7a3311bd545,69aa0f69737a9ca973ddf2ae,,,11.0784,30.5806,1,[16.51160000002384],[16.511700000047682],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-03-05_18h20.10.573,explain2,2025.1.1,Win32,30.03003003,5d367cdfc8462a0001a7a96b,69a9bda61d47b7a3311bd545,69aa0f69737a9ca973ddf2ae,,,,,,,,30.5808,52.6293,1,[19.052600000023844],[19.052600000023844],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-03-05_18h20.10.573,explain2,2025.1.1,Win32,30.03003003,5d367cdfc8462a0001a7a96b,69a9bda61d47b7a3311bd545,69aa0f69737a9ca973ddf2ae,,,,,,,,,,,,,52.6295,68.2888,1,[12.671099999904627],[12.671099999904627],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-03-05_18h20.10.573,explain2,2025.1.1,Win32,30.03003003,5d367cdfc8462a0001a7a96b,69a9bda61d47b7a3311bd545,69aa0f69737a9ca973ddf2ae,,,,,,,,,,,,,,,,,,68.2946,97.5892,1,[26.302200000047677],[26.302200000047677],This reptile looks healthy and at a good weight.,97.5894,98.0728,0,0,0,0,1,F,G,L,G_F_L.png,training,1,1,10,high,feet,color,F,C,G,Y,15,10_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-03-05_18h20.10.573,explain2,2025.1.1,Win32,30.03003003,5d367cdfc8462a0001a7a96b,69a9bda61d47b7a3311bd545,69aa0f69737a9ca973ddf2ae,,,,,,,,,,,,,,,,,,98.0747,119.9643,1,[18.89889999997618],[18.89889999997618],This reptile looks healthy and at a good weight.,119.9644,120.4632,0,1,1,1,1,F,Y,L,Y_F_L.png,training,1,2,9,high,feet,color,F,C,G,Y,15,9_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-03-05_18h20.10.573,explain2,2025.1.1,Win32,30.03003003,5d367cdfc8462a0001a7a96b,69a9bda61d47b7a3311bd545,69aa0f69737a9ca973ddf2ae,,,,,,,,,,,,,,,,,,120.4662,151.3244,1,[27.883499999999998],[27.883499999999998],This reptile looks healthy and at a good weight.,151.3245,151.8252,0,2,2,2,1,F,G,D,G_F_D.png,training,1,3,10,high,feet,color,F,C,G,Y,15,10_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-03-05_18h20.10.573,explain2,2025.1.1,Win32,30.03003003,5d367cdfc8462a0001a7a96b,69a9bda61d47b7a3311bd545,69aa0f69737a9ca973ddf2ae,,,,,,,,,,,,,,,,,,151.8267,220.8307,1,[66.02229999995234],[66.02229999995234],This reptile looks healthy and at a good weight but their toes might cause an issue?,220.8307,221.3337,0,3,3,3,1,C,G,D,G_C_D.png,training,1,4,5,low,feet,color,F,C,G,Y,15,5_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-03-05_18h20.10.573,explain2,2025.1.1,Win32,30.03003003,5d367cdfc8462a0001a7a96b,69a9bda61d47b7a3311bd545,69aa0f69737a9ca973ddf2ae,,,,,,,,,,,,,,,,,,221.3353,264.5865,1,[40.2575999999047],[40.2575999999047],This reptile looks healthy and at a good weight. Rounded toes might be better and not accidentally break eggs while being buried?,264.5866,265.0841,0,4,4,4,1,F,Y,D,Y_F_D.png,training,1,5,9,high,feet,color,F,C,G,Y,15,9_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-03-05_18h20.10.573,explain2,2025.1.1,Win32,30.03003003,5d367cdfc8462a0001a7a96b,69a9bda61d47b7a3311bd545,69aa0f69737a9ca973ddf2ae,,,,,,,,,,,,,,,,,,265.0857,310.8026,1,[42.720399999976166],[42.720399999976166],This reptile looks healthy and at a good weight but color is slightly muted. Sharp toes might accidentally break eggs while burying them.,310.8026,311.2855,0,5,5,5,1,C,Y,L,Y_C_L.png,training,1,6,4,low,feet,color,F,C,G,Y,15,4_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,015,2026-03-05_18h20.10.573,explain2,2025.1.1,Win32,30.03003003,5d367cdfc8462a0001a7a96b,69a9bda61d47b7a3311bd545,69aa0f69737a9ca973ddf2ae,,,,,,,,,,,,,,,,,,311.2885,377.2821,1,[62.99779999995235],[62.99779999995235],"Hmm...looks healthy, good weight but almost too brightly colored, maybe indicative of an issue the same way a muted colored reptile is. Also, toes are sharp, could be they are breaking the eggs accidentally.",377.2822,377.7838,0,6,6,6,1,C,Y,D,Y_C_D.png,training,1,7,2,low,feet,color,F,C,G,Y,15,2_score.png,"Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_D.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/G_C_L.png","high,high,low,high,low,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
