consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,016,2026-03-05_17h23.00.762,explain2,2025.1.1,MacIntel,58.82352941,64ec1d84372b0dbb94589054,69a9bda61d47b7a3311bd545,69aa104056a15c486878c681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-03-05_17h23.00.762,explain2,2025.1.1,MacIntel,58.82352941,64ec1d84372b0dbb94589054,69a9bda61d47b7a3311bd545,69aa104056a15c486878c681,3.934,3.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-03-05_17h23.00.762,explain2,2025.1.1,MacIntel,58.82352941,64ec1d84372b0dbb94589054,69a9bda61d47b7a3311bd545,69aa104056a15c486878c681,,,3.935,10.603,1,[3.6850000000000023],[3.6850000000000023],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-03-05_17h23.00.762,explain2,2025.1.1,MacIntel,58.82352941,64ec1d84372b0dbb94589054,69a9bda61d47b7a3311bd545,69aa104056a15c486878c681,,,,,,,,10.604,24.052,1,[10.449999999999996],[10.449999999999996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-03-05_17h23.00.762,explain2,2025.1.1,MacIntel,58.82352941,64ec1d84372b0dbb94589054,69a9bda61d47b7a3311bd545,69aa104056a15c486878c681,,,,,,,,,,,,,24.053,34.352,1,[7.300000000000004],[7.300000000000004],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-03-05_17h23.00.762,explain2,2025.1.1,MacIntel,58.82352941,64ec1d84372b0dbb94589054,69a9bda61d47b7a3311bd545,69aa104056a15c486878c681,,,,,,,,,,,,,,,,,,34.364,47.486,1,[10.133000000000003],[10.133000000000003],it is orange,47.487,47.985,0,0,0,0,1,C,Y,D,Y_C_D.png,training,1,1,9,high,color,feet,Y,G,C,F,16,9_score.png,"Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,high,high,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-03-05_17h23.00.762,explain2,2025.1.1,MacIntel,58.82352941,64ec1d84372b0dbb94589054,69a9bda61d47b7a3311bd545,69aa104056a15c486878c681,,,,,,,,,,,,,,,,,,47.989,54.668,1,[3.6839999999999904],[3.6839999999999904],it is green,54.669,55.168,0,1,1,1,1,F,G,D,G_F_D.png,training,1,2,2,low,color,feet,Y,G,C,F,16,2_score.png,"Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,high,high,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-03-05_17h23.00.762,explain2,2025.1.1,MacIntel,58.82352941,64ec1d84372b0dbb94589054,69a9bda61d47b7a3311bd545,69aa104056a15c486878c681,,,,,,,,,,,,,,,,,,55.172,60.801,1,[2.6340000000000003],[2.6340000000000003],it is orange,60.802,61.302,0,2,2,2,1,C,Y,L,Y_C_L.png,training,1,3,7,high,color,feet,Y,G,C,F,16,7_score.png,"Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,high,high,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-03-05_17h23.00.762,explain2,2025.1.1,MacIntel,58.82352941,64ec1d84372b0dbb94589054,69a9bda61d47b7a3311bd545,69aa104056a15c486878c681,,,,,,,,,,,,,,,,,,61.304,65.27,1,[0.9689999999999941],[0.9689999999999941],it is green,65.271,65.768,0,3,3,3,1,C,G,D,G_C_D.png,training,1,4,4,low,color,feet,Y,G,C,F,16,4_score.png,"Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,high,high,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,016,2026-03-05_17h23.00.762,explain2,2025.1.1,MacIntel,58.82352941,64ec1d84372b0dbb94589054,69a9bda61d47b7a3311bd545,69aa104056a15c486878c681,,,,,,,,,,,,,,,,,,65.771,70.135,1,[1.3670000000000044],[1.3670000000000044],it is green,70.136,70.634,0,4,4,4,1,C,G,L,G_C_L.png,training,1,5,5,low,color,feet,Y,G,C,F,16,5_score.png,"Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,high,high,high,high,low,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
