consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,21.6682,21.6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,21.6694,41.9214,1,[17.26680000001192],[17.26680000001192],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,41.9222,58.1544,1,[13.233500000000006],[13.233599999994041],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,58.1556,71.4856,1,[10.332600000023845],[10.33270000001788],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,71.4988,106.1533,1,[31.664699999988073],[31.664699999988073],This reptile was able to breed offspring which reached maturity at a pretty high rate!,106.1537,106.6505,0,0,0,0,1,C,G,L,G_C_L.png,training,1,1,7,high,color,feet,G,Y,F,C,18,7_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,106.6543,128.9705,1,[19.31790000000595],[19.31790000000595],This reptile was able to breed offspring which survived to maturity at a little bit above average! ,128.9707,129.4663,0,1,1,1,1,F,G,D,G_F_D.png,training,1,2,6,high,color,feet,G,Y,F,C,18,6_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,129.4705,158.8159,1,[26.348599999994036],[26.348599999994036],This reptile was able to breed offspring to maturity at a little bit lower than average rate! ,158.8161,159.3146,0,2,2,2,1,C,Y,D,Y_C_D.png,training,1,3,4,low,color,feet,G,Y,F,C,18,4_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,159.3186,177.7818,1,[15.465900000005945],[15.465900000005945],This reptile was able to breed offspring which reached maturity at an average rate! ,177.7821,178.2808,0,3,3,3,1,F,Y,D,Y_F_D.png,training,1,4,5,low,color,feet,G,Y,F,C,18,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,178.2846,201.4474,1,[20.165800000011927],[20.165800000011927],This reptile was able to breed offspring which reached maturity at a pretty high rate!,201.4479,201.946,0,4,4,4,1,F,Y,L,Y_F_L.png,training,1,5,7,low,color,feet,G,Y,F,C,18,7_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,201.9491,222.18,1,[17.232699999988057],[17.232699999988057],This reptile was able to breed offspring to maturity at an average rate!,222.1803,222.6785,0,5,5,5,1,F,G,L,G_F_L.png,training,1,6,5,high,color,feet,G,Y,F,C,18,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,222.6826,244.146,1,[18.46569999998806],[18.46569999998806],This reptile was able to breed offspring to maturity at  a high rate!,244.1462,244.645,0,6,6,6,1,C,G,D,G_C_D.png,training,1,7,9,high,color,feet,G,Y,F,C,18,9_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,244.648,258.4608,1,[10.815700000017841],[10.815700000017841],This reptile was able to breed offspring to maturity at a low rate!,258.4614,258.9593,0,7,7,7,1,C,Y,L,Y_C_L.png,training,1,8,2,low,color,feet,G,Y,F,C,18,2_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,258.9628,278.7269,1,[16.765599999994038],[16.765599999994038],This reptile was able to breed offspring to maturity at a bit lower than average rate!,278.7275,279.2254,0,8,8,8,1,C,Y,L,Y_C_L.png,training,2,9,4,low,color,feet,G,Y,F,C,18,4_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,279.2293,299.2761,1,[17.049500000000023],[17.049500000000023],This reptile was able to breed offspring to maturity at a rate a little bit above average! ,299.2766,299.7744,0,9,9,9,1,F,Y,D,Y_F_D.png,training,2,10,6,low,color,feet,G,Y,F,C,18,6_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,299.7785,318.9436,1,[16.16620000001791],[16.16620000001791],This reptile was able to breed offspring to maturity at a pretty high rate!,318.9438,319.4417,0,10,10,10,1,F,G,D,G_F_D.png,training,2,11,7,high,color,feet,G,Y,F,C,18,7_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,319.4442,336.607,1,[14.165500000000009],[14.165500000000009],This reptile was able to breed offspring to maturity at a low rate! ,336.6071,337.1064,0,11,11,11,1,C,Y,D,Y_C_D.png,training,2,12,1,low,color,feet,G,Y,F,C,18,1_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,337.1094,358.4096,1,[18.299499999999966],[18.299499999999966],This reptile was able to breed offspring to maturity at a very high rate! ,358.4099,358.9049,0,12,12,12,1,F,G,L,G_F_L.png,training,2,13,10,high,color,feet,G,Y,F,C,18,10_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
