consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,direction_response_label,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,358.9081,376.7222,1,[14.815800000011905],[14.815800000011905],This offpsring was able to breed offspring to maturity at a rate below average! ,376.7226,377.2214,0,13,13,13,1,F,Y,L,Y_F_L.png,training,2,14,3,low,color,feet,G,Y,F,C,18,3_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,377.2258,389.8711,1,[9.648899999976209],[9.648899999976209],This reptile was able to breed offspring to maturity at a very high rate! ,389.8717,390.3704,0,14,14,14,1,C,G,D,G_C_D.png,training,2,15,10,high,color,feet,G,Y,F,C,18,10_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,390.3732,406.1882,1,[12.815899999976182],[12.816099999994037],This reptile was able to breed offspring to maturity at an average rate!,406.1883,406.6861,0,15,15,15,1,C,G,L,G_C_L.png,training,2,16,5,high,color,feet,G,Y,F,C,18,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,406.689,422.5221,1,[12.832899999976178],[12.832899999976178],This reptile was able to breed offspring to maturity at an average rate!,422.5223,423.0189,0,16,16,16,1,F,Y,L,Y_F_L.png,training,3,17,5,low,color,feet,G,Y,F,C,18,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,423.023,435.137,1,[9.116399999976181],[9.116399999976181],This reptile was able to breed offspring to maturity at a high rate!,435.1375,435.6368,0,17,17,17,1,F,G,L,G_F_L.png,training,3,18,9,high,color,feet,G,Y,F,C,18,9_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,435.6399,448.9865,1,[10.349200000017845],[10.349300000011908],This reptile was able to breed offspring to maturity at a pretty high rate!,448.987,449.4845,0,18,18,18,1,C,G,D,G_C_D.png,training,3,19,7,high,color,feet,G,Y,F,C,18,7_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,449.4887,463.4353,1,[10.9495],[10.9495],Tnis reptile was able to breed offspring to maturity at a very high rate!,463.4355,463.9342,0,19,19,19,1,F,G,D,G_F_D.png,training,3,20,10,high,color,feet,G,Y,F,C,18,10_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,463.9371,487.9843,1,[21.048599999994053],[21.048599999994053],This reptile was able to breed offspring to maturity at a rate below average!,487.9845,488.4832,0,20,20,20,1,C,Y,L,Y_C_L.png,training,3,21,3,low,color,feet,G,Y,F,C,18,3_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,488.4857,508.7005,1,[17.21520000001783],[17.21520000001783],This reptile was able to breed offspring to maturity at an average rate!,508.7007,509.1977,0,21,21,21,1,C,G,L,G_C_L.png,training,3,22,5,high,color,feet,G,Y,F,C,18,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,509.2007,528.3324,1,[16.132499999999936],[16.132499999999936],This reptile was able to breed offspring to maturity at a rate very slightly above average! ,528.3326,528.8303,0,22,22,22,1,F,Y,D,Y_F_D.png,training,3,23,6,low,color,feet,G,Y,F,C,18,6_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,528.8338,544.748,1,[12.932800000011866],[12.932800000011866],This reptile was able to breed offspring to maturity at an average rate!,544.7483,545.2461,0,23,23,23,1,C,Y,D,Y_C_D.png,training,3,24,5,low,color,feet,G,Y,F,C,18,5_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.2471,549.796,1,[1.5499999999999545],[1.5500999999940177],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,G,L,G_C_L.png,training,1,1,7,high,color,feet,G,Y,F,C,18,7_score.png,"Resources/Y_C_L.png,Resources/G_F_D.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png","low,high,high,high,low,low,low,high",,,,,,549.8274,613.827,"[3,10,9,7,4,6,2,5]",1,[3.6335000000000264],[3.6335000000000264],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,018,2026-03-05_18h32.56.143,explain2,2025.1.1,Win32,59.88023952,5d7fd2a5987f70001602d95b,69a9bda61d47b7a3311bd545,69aa1294994803fac0663f09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.8319,633.5751,,,No,16.6589,,,1,[3.0990999999941096],[3.0990999999941096],0,0,0,1,1,feet,"Reptiles varied in whether they had ROUND feet or POINTY, CURLY feet. Did having CURLY/POINTY or ROUND feet make a difference to fertility? If you did not notice this feature or believe it did not make a difference to fertility, please hit no and proceed.",Did foot shape matter to the fertility of reptiles?,"Curly/Pointy, Round",RoundvCurly.png,,,,,,,,,,,,,,,,,,,,,,
