consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,020,2026-03-05_15h53.46.916,explain2,2025.1.1,Win32,30.03003003,65cb86a7e667e637599a3af3,69a9bda61d47b7a3311bd545,69aa1759e490dc65f15c9f6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,020,2026-03-05_15h53.46.916,explain2,2025.1.1,Win32,30.03003003,65cb86a7e667e637599a3af3,69a9bda61d47b7a3311bd545,69aa1759e490dc65f15c9f6f,20.801,20.8012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,020,2026-03-05_15h53.46.916,explain2,2025.1.1,Win32,30.03003003,65cb86a7e667e637599a3af3,69a9bda61d47b7a3311bd545,69aa1759e490dc65f15c9f6f,,,20.8019,30.3461,1,[6.5643999999761675],[6.5643999999761675],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,020,2026-03-05_15h53.46.916,explain2,2025.1.1,Win32,30.03003003,65cb86a7e667e637599a3af3,69a9bda61d47b7a3311bd545,69aa1759e490dc65f15c9f6f,,,,,,,,30.3462,56.1945,1,[22.853100000023844],[22.853100000023844],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,020,2026-03-05_15h53.46.916,explain2,2025.1.1,Win32,30.03003003,65cb86a7e667e637599a3af3,69a9bda61d47b7a3311bd545,69aa1759e490dc65f15c9f6f,,,,,,,,,,,,,56.195,64.431,1,[5.270799999952317],[5.270799999952317],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,020,2026-03-05_15h53.46.916,explain2,2025.1.1,Win32,30.03003003,65cb86a7e667e637599a3af3,69a9bda61d47b7a3311bd545,69aa1759e490dc65f15c9f6f,,,,,,,,,,,,,,,,,,64.4605,78.3872,1,[10.968099999904638],[10.968099999904638],It may have been the weather,78.3876,78.8747,0,0,0,0,1,C,G,D,G_C_D.png,training,1,1,3,low,color,feet,Y,G,F,C,20,3_score.png,"Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,low,high,high,high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,020,2026-03-05_15h53.46.916,explain2,2025.1.1,Win32,30.03003003,65cb86a7e667e637599a3af3,69a9bda61d47b7a3311bd545,69aa1759e490dc65f15c9f6f,,,,,,,,,,,,,,,,,,78.8779,86.8136,1,[4.937700000047684],[4.937700000047684],The bright colors,86.8137,87.3199,0,1,1,1,1,F,Y,D,Y_F_D.png,training,1,2,10,high,color,feet,Y,G,F,C,20,10_score.png,"Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,low,high,high,high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,020,2026-03-05_15h53.46.916,explain2,2025.1.1,Win32,30.03003003,65cb86a7e667e637599a3af3,69a9bda61d47b7a3311bd545,69aa1759e490dc65f15c9f6f,,,,,,,,,,,,,,,,,,87.322,115.0546,1,[24.764599999904647],[24.764599999904647],Th slightly bright color,115.0547,115.5543,0,2,2,2,1,F,G,L,G_F_L.png,training,1,3,4,low,color,feet,Y,G,F,C,20,4_score.png,"Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,low,high,high,high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,020,2026-03-05_15h53.46.916,explain2,2025.1.1,Win32,30.03003003,65cb86a7e667e637599a3af3,69a9bda61d47b7a3311bd545,69aa1759e490dc65f15c9f6f,,,,,,,,,,,,,,,,,,115.5589,123.2513,1,[4.708300000071546],[4.708300000071546],The reddish tint ,123.2514,123.7456,0,3,3,3,1,F,Y,L,Y_F_L.png,training,1,4,6,high,color,feet,Y,G,F,C,20,6_score.png,"Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,low,high,high,high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,020,2026-03-05_15h53.46.916,explain2,2025.1.1,Win32,30.03003003,65cb86a7e667e637599a3af3,69a9bda61d47b7a3311bd545,69aa1759e490dc65f15c9f6f,,,,,,,,,,,,,,,,,,123.7476,146.6254,1,[19.909999999999997],[19.909999999999997],"Again, the red and yellow skin helped the reptile",146.6255,147.0981,0,4,4,4,1,C,Y,D,Y_C_D.png,training,1,5,7,high,color,feet,Y,G,F,C,20,7_score.png,"Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,low,high,high,high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,020,2026-03-05_15h53.46.916,explain2,2025.1.1,Win32,30.03003003,65cb86a7e667e637599a3af3,69a9bda61d47b7a3311bd545,69aa1759e490dc65f15c9f6f,,,,,,,,,,,,,,,,,,147.1004,154.1145,1,[4.037000000000006],[4.037000000000006],Their diet,154.1146,154.6221,0,5,5,5,1,C,Y,L,Y_C_L.png,training,1,6,4,high,color,feet,Y,G,F,C,20,4_score.png,"Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png","low,low,high,high,high,low,high,low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
