consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,direction_response_label_mid,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,275,2026-06-04_15h17.52.800,explain2,2025.1.1,iPhone,125,6a1f4097bc0e42a1bafd58a2,6a21d5d599f968bc9253a998,6a21dd28051bb122d68a0f74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,2026-06-04_15h17.52.800,explain2,2025.1.1,iPhone,125,6a1f4097bc0e42a1bafd58a2,6a21d5d599f968bc9253a998,6a21dd28051bb122d68a0f74,30.237,30.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,2026-06-04_15h17.52.800,explain2,2025.1.1,iPhone,125,6a1f4097bc0e42a1bafd58a2,6a21d5d599f968bc9253a998,6a21dd28051bb122d68a0f74,,,30.24,47.444,1,[12.219999999999999],[12.219999999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,2026-06-04_15h17.52.800,explain2,2025.1.1,iPhone,125,6a1f4097bc0e42a1bafd58a2,6a21d5d599f968bc9253a998,6a21dd28051bb122d68a0f74,,,,,,,,47.444,68.015,1,[15.572999999999993],[15.572999999999993],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,2026-06-04_15h17.52.800,explain2,2025.1.1,iPhone,125,6a1f4097bc0e42a1bafd58a2,6a21d5d599f968bc9253a998,6a21dd28051bb122d68a0f74,,,,,,,,,,,,,68.015,93.509,1,[20.501000000000005],[20.501000000000005],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,2026-06-04_15h17.52.800,explain2,2025.1.1,iPhone,125,6a1f4097bc0e42a1bafd58a2,6a21d5d599f968bc9253a998,6a21dd28051bb122d68a0f74,,,,,,,,,,,,,,,,,,93.51,118.945,1,[20.439999999999998],[20.439999999999998],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,2026-06-04_15h17.52.800,explain2,2025.1.1,iPhone,125,6a1f4097bc0e42a1bafd58a2,6a21d5d599f968bc9253a998,6a21dd28051bb122d68a0f74,,,,,,,,,,,,,,,,,,,,,,,118.955,164.486,1,[42.52600000000001],[42.52600000000001],It received a 4 because it was a little more fertile during this time ,164.487,165.489,0,0,0,0,1,C,W,W_C.png,training,1,1,4,low,feet,stripes,F,C,W,E,275,4_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,2026-06-04_15h17.52.800,explain2,2025.1.1,iPhone,125,6a1f4097bc0e42a1bafd58a2,6a21d5d599f968bc9253a998,6a21dd28051bb122d68a0f74,,,,,,,,,,,,,,,,,,,,,,,165.5,205.249,1,[36.76099999999997],[36.76099999999997],It revived a 6 because it was in better environment and was more fertile ,205.25,206.242,0,1,1,1,1,F,E,E_F.png,training,1,2,6,high,feet,stripes,F,C,W,E,275,6_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,2026-06-04_15h17.52.800,explain2,2025.1.1,iPhone,125,6a1f4097bc0e42a1bafd58a2,6a21d5d599f968bc9253a998,6a21dd28051bb122d68a0f74,,,,,,,,,,,,,,,,,,,,,,,206.25,229.871,1,[20.629999999999995],[20.629999999999995],This reptile revived a 5 because it was in pretty good fertile conditions ,229.872,230.866,0,2,2,2,1,F,W,W_F.png,training,1,3,5,high,feet,stripes,F,C,W,E,275,5_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,2026-06-04_15h17.52.800,explain2,2025.1.1,iPhone,125,6a1f4097bc0e42a1bafd58a2,6a21d5d599f968bc9253a998,6a21dd28051bb122d68a0f74,,,,,,,,,,,,,,,,,,,,,,,230.873,258.394,1,[24.528999999999996],[24.528999999999996],This reptile received a 6 because it was in a more than good fertile environment ,258.395,259.388,0,3,3,3,1,C,E,E_C.png,training,1,4,6,low,feet,stripes,F,C,W,E,275,6_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275,2026-06-04_15h17.52.800,explain2,2025.1.1,iPhone,125,6a1f4097bc0e42a1bafd58a2,6a21d5d599f968bc9253a998,6a21dd28051bb122d68a0f74,,,,,,,,,,,,,,,,,,,,,,,259.396,292.586,1,[30.198000000000036],[30.198000000000036],This reptile received a 9 because it was a extremely good fertile conditions ,292.587,293.579,0,4,4,4,1,F,W,W_F.png,training,2,5,9,high,feet,stripes,F,C,W,E,275,9_score.png,"Resources/E_C.png,Resources/E_F.png,Resources/W_C.png,Resources/W_F.png","low,high,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
