consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories,half_instruct_2.started,half_instruct_2.stopped,button_half.numClicks,button_half.timesOn,button_half.timesOff,half_instruct_loop.thisRepN,half_instruct_loop.thisTrialN,half_instruct_loop.thisN,half_instruct_loop.thisIndex,half_instruct_loop.ran,half_questions.started,half_questions.stopped,continuous_slider_mid.response,continuous_slider_mid.rt,discrete_slider_mid.response,discrete_slider_mid.rt,direction_slider_mid.response,direction_slider_mid.rt,button_mid.numClicks,button_mid.timesOn,button_mid.timesOff,direction_response_label_mid,midpoint_loop.thisRepN,midpoint_loop.thisTrialN,midpoint_loop.thisN,midpoint_loop.thisIndex,midpoint_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,half_isi_loop.thisRepN,half_isi_loop.thisTrialN,half_isi_loop.thisN,half_isi_loop.thisIndex,half_isi_loop.ran,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,284,2026-06-04_16h19.24.723,explain2,2025.1.1,MacIntel,60.97560976,6a0a54f2a8e2b8ab845483d5,6a21d5d599f968bc9253a998,6a21dd893a26c7f713376a12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,284,2026-06-04_16h19.24.723,explain2,2025.1.1,MacIntel,60.97560976,6a0a54f2a8e2b8ab845483d5,6a21d5d599f968bc9253a998,6a21dd893a26c7f713376a12,32.3226,32.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,284,2026-06-04_16h19.24.723,explain2,2025.1.1,MacIntel,60.97560976,6a0a54f2a8e2b8ab845483d5,6a21d5d599f968bc9253a998,6a21dd893a26c7f713376a12,,,32.3238,44.4446,1,[7.130399999998502],[7.130399999998502],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,284,2026-06-04_16h19.24.723,explain2,2025.1.1,MacIntel,60.97560976,6a0a54f2a8e2b8ab845483d5,6a21d5d599f968bc9253a998,6a21dd893a26c7f713376a12,,,,,,,,44.4447,58.7596,1,[9.318200000002975],[9.318200000002975],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,284,2026-06-04_16h19.24.723,explain2,2025.1.1,MacIntel,60.97560976,6a0a54f2a8e2b8ab845483d5,6a21d5d599f968bc9253a998,6a21dd893a26c7f713376a12,,,,,,,,,,,,,58.7598,83.6485,1,[19.9056000000015],[19.9056000000015],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,284,2026-06-04_16h19.24.723,explain2,2025.1.1,MacIntel,60.97560976,6a0a54f2a8e2b8ab845483d5,6a21d5d599f968bc9253a998,6a21dd893a26c7f713376a12,,,,,,,,,,,,,,,,,,83.6487,102.8811,1,[14.244600000001498],[14.244600000001498],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,284,2026-06-04_16h19.24.723,explain2,2025.1.1,MacIntel,60.97560976,6a0a54f2a8e2b8ab845483d5,6a21d5d599f968bc9253a998,6a21dd893a26c7f713376a12,,,,,,,,,,,,,,,,,,,,,,,102.8869,158.7033,1,[52.8261000000015],[52.8261000000015],This reptile received a score of 7 because it's stripes are angled to the left and it has webbed feet.,158.7035,159.7028,0,0,0,0,1,F,E,E_F.png,training,1,1,7,high,stripes,feet,E,W,F,C,284,7_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,284,2026-06-04_16h19.24.723,explain2,2025.1.1,MacIntel,60.97560976,6a0a54f2a8e2b8ab845483d5,6a21d5d599f968bc9253a998,6a21dd893a26c7f713376a12,,,,,,,,,,,,,,,,,,,,,,,159.7067,193.569,1,[30.878799999997028],[30.87889999999851],This reptile received a worse score because it has curled feet and it's stripes are towards the right. ,193.569,194.5683,0,1,1,1,1,C,W,W_C.png,training,1,2,3,low,stripes,feet,E,W,F,C,284,3_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,284,2026-06-04_16h19.24.723,explain2,2025.1.1,MacIntel,60.97560976,6a0a54f2a8e2b8ab845483d5,6a21d5d599f968bc9253a998,6a21dd893a26c7f713376a12,,,,,,,,,,,,,,,,,,,,,,,194.5713,237.1864,1,[39.62129999999706],[39.62129999999706],"This reptile must be in a differing season, because it's the same as the first reptile. stripes to the left and webbed feet. ",237.1865,238.1848,0,2,2,2,1,F,W,W_F.png,training,1,3,5,low,stripes,feet,E,W,F,C,284,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,284,2026-06-04_16h19.24.723,explain2,2025.1.1,MacIntel,60.97560976,6a0a54f2a8e2b8ab845483d5,6a21d5d599f968bc9253a998,6a21dd893a26c7f713376a12,,,,,,,,,,,,,,,,,,,,,,,238.1872,299.1179,1,[57.93279999999703],[57.93289999999854],Also must be a different season. Stripes to the right and unwebbed feet were once a 3 fertility score. ,299.118,300.1169,0,3,3,3,1,C,E,E_C.png,training,1,4,7,high,stripes,feet,E,W,F,C,284,7_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
